Device ID,Manufacture Date,Installation Date,Fault Date,Fault Age,Next Fault Date,Predicted Fault Interval Days
290,2015-12-01,2016-05-01,2023-09-30,2708,2024-04-19 07:57:34.540992000,202.33165
291,2010-01-02,2010-02-09,2022-06-28,4522,2022-11-22 10:25:00.732432000,147.43404
292,2011-10-04,2012-03-15,2023-12-14,4291,2024-05-09 11:35:57.714864000,147.4833
293,2016-03-17,2016-06-19,2023-07-07,2574,2024-02-02 11:41:19.394505600,210.48703
294,2014-05-09,2014-08-12,2023-12-03,3400,2024-05-05 18:49:30.263692800,154.78438
295,2012-05-04,2012-06-22,2023-09-05,4092,2024-01-30 15:14:27.480451200,147.63504
296,2014-10-26,2015-01-03,2023-12-13,3266,2024-05-22 19:10:27.978556800,161.79893
297,2019-01-10,2019-03-13,2023-10-08,1670,2024-06-16 09:22:48.457027200,252.39084
298,2016-08-29,2017-02-23,2023-06-08,2296,2024-01-18 00:44:04.628918400,224.03061
299,2019-07-07,2019-09-23,2023-03-10,1264,2023-12-09 21:06:17.050809600,274.87936
300,2014-07-20,2014-11-14,2023-08-05,3186,2024-01-18 16:45:13.623062400,166.69807
301,2013-02-27,2013-06-27,2023-12-13,3821,2024-05-09 12:10:24.902342400,148.50723
302,2012-12-12,2013-04-28,2023-10-12,3819,2024-03-08 12:21:17.490268800,148.51479
303,2014-09-04,2015-02-13,2023-08-12,3102,2024-01-30 15:00:42.187478400,171.62549
304,2017-08-09,2017-10-24,2023-10-23,2190,2024-06-08 00:36:58.798828800,229.02568
305,2014-08-23,2014-09-27,2023-08-16,3245,2024-01-26 02:30:55.810540800,163.10481
306,2014-09-30,2014-10-01,2023-11-13,3330,2024-04-18 23:56:39.609369600,157.99768
307,2013-12-10,2014-01-19,2023-10-26,3567,2024-03-25 03:59:57.802704000,151.16664
308,2016-04-13,2016-06-16,2023-09-06,2638,2024-03-30 23:25:38.085945600,206.97614
309,2012-04-15,2012-09-12,2023-10-15,4050,2024-03-10 16:46:51.181622400,147.6992
310,2019-08-12,2019-10-11,2023-06-21,1349,2024-03-15 15:54:47.988287999,268.66306
311,2010-07-22,2010-09-24,2022-12-29,4479,2023-05-25 10:31:07.236307200,147.43828
312,2018-11-30,2019-03-03,2023-07-25,1605,2024-04-05 05:38:43.828108800,255.23523
313,2010-05-03,2010-07-14,2022-10-24,4485,2023-03-20 10:31:07.236307200,147.43828
314,2011-02-05,2011-02-16,2023-08-24,4572,2024-01-18 10:12:52.998019200,147.42561
315,2012-02-06,2012-05-21,2023-09-05,4124,2024-01-30 14:22:19.013692800,147.59883
316,2010-10-21,2010-11-04,2023-01-25,4465,2023-06-21 10:32:57.978556800,147.43956
317,2016-05-16,2016-07-15,2023-10-19,2652,2024-05-12 02:56:35.654323200,206.12263
318,2020-09-13,2020-10-13,2023-08-31,1052,2024-06-10 03:55:40.722614399,284.16367
319,2018-01-10,2018-02-14,2023-04-19,1890,2023-12-17 10:44:11.660179200,242.44736
320,2020-01-30,2020-07-13,2023-06-14,1066,2024-03-23 17:46:12.070272000,283.74042
321,2010-07-17,2010-07-22,2022-12-10,4524,2023-05-06 10:22:39.667929600,147.4324
322,2018-04-18,2018-07-10,2023-09-14,1892,2024-05-13 08:38:09.550809600,242.35983
323,2015-04-15,2015-08-16,2023-12-23,3051,2024-06-14 19:07:36.591801600,174.79695
324,2019-10-23,2020-01-09,2023-11-25,1416,2024-08-15 08:52:18.574233600,264.36966
325,2017-08-31,2018-02-01,2023-05-15,1929,2024-01-10 17:02:23.261712000,240.70999
326,2016-01-01,2016-03-03,2023-06-03,2648,2023-12-26 08:39:49.746124799,206.361
327,2011-09-01,2012-01-11,2023-12-15,4356,2024-05-10 11:08:25.810540800,147.46419
328,2018-12-17,2019-03-16,2023-09-04,1633,2024-05-15 00:02:27.656217600,254.00171
329,2013-02-21,2013-04-04,2023-07-22,3761,2023-12-17 22:37:50.654323200,148.94295
330,2010-07-06,2010-10-03,2023-03-21,4552,2023-08-15 10:15:44.384774400,147.4276
331,2019-04-21,2019-09-14,2023-09-04,1451,2024-05-23 10:12:20.039097600,262.42523
332,2016-11-16,2016-12-26,2023-07-14,2391,2024-02-18 10:57:04.218739200,219.4563
333,2019-05-14,2019-07-25,2023-10-07,1535,2024-06-21 08:10:36.328108800,258.3407
334,2014-11-30,2015-01-08,2023-08-23,3149,2024-02-07 20:24:58.535136000,168.85068
335,2011-10-22,2012-02-03,2023-10-07,4264,2024-03-02 11:49:19.277385600,147.49258
336,2017-09-12,2017-09-26,2023-07-03,2106,2024-02-20 21:45:07.910179200,232.90634
337,2018-03-22,2018-04-23,2023-05-06,1839,2024-01-05 18:27:43.769548800,244.76926
338,2015-05-10,2015-11-05,2023-07-14,2808,2024-01-23 17:40:51.709008000,193.73671
339,2016-09-16,2017-01-19,2023-08-23,2407,2024-03-28 16:32:09.199190400,218.689
340,2013-10-01,2014-03-16,2023-08-23,3447,2024-01-23 09:09:40.078108800,153.38171
341,2015-06-10,2015-09-15,2023-08-11,2887,2024-02-13 23:51:31.113244800,186.99411
342,2014-03-15,2014-04-07,2023-10-11,3474,2024-03-11 18:23:06.914054400,152.76605
343,2010-05-27,2010-07-29,2022-08-31,4416,2023-01-25 10:44:05.068377600,147.44728
344,2018-10-25,2019-03-17,2023-12-31,1750,2024-09-04 19:49:09.609369600,248.8258
345,2017-12-21,2018-05-23,2023-06-26,1860,2024-02-24 19:24:26.455046400,243.80864
346,2014-10-01,2015-02-23,2023-08-19,3099,2024-02-06 19:14:37.148467200,171.80182
347,2015-01-18,2015-03-12,2023-12-09,3194,2024-05-23 05:14:37.587926400,166.21849
348,2011-05-04,2011-08-16,2023-10-30,4458,2024-03-25 10:36:19.687478400,147.4419
349,2018-02-24,2018-06-08,2023-09-02,1912,2024-04-30 10:59:12.099638400,241.45778
350,2015-05-14,2015-11-09,2023-10-24,2906,2024-04-26 13:33:07.207027200,185.56467
351,2014-07-22,2014-08-30,2023-09-11,3299,2024-02-17 18:40:21.826214400,159.77803
352,2017-02-11,2017-08-09,2023-08-31,2213,2024-04-14 22:46:53.818377600,227.94923
353,2016-07-13,2016-11-24,2023-07-10,2419,2024-02-13 02:25:13.037116799,218.10085
354,2017-12-29,2018-03-06,2023-06-24,1936,2024-02-19 09:37:42.304684800,240.40118
355,2011-10-03,2012-02-15,2023-12-15,4321,2024-05-10 11:19:44.765587200,147.47205
356,2014-12-08,2015-06-05,2023-10-30,3069,2024-04-20 15:23:55.693334399,173.64162
357,2016-11-25,2017-01-06,2023-07-26,2392,2024-03-01 09:44:52.089820800,219.40616
358,2015-05-24,2015-06-08,2023-12-18,3115,2024-06-05 20:22:01.874956800,170.84863
359,2016-01-08,2016-04-28,2023-09-27,2708,2024-04-16 07:57:34.540992000,202.33165
360,2013-12-09,2014-05-15,2023-12-21,3507,2024-05-21 03:06:59.238288000,152.12985
361,2019-03-24,2019-04-26,2023-10-23,1641,2024-07-02 15:44:17.812521600,253.65576
362,2014-06-23,2014-11-25,2023-09-27,3228,2024-03-09 03:42:38.935584000,164.15462
363,2010-09-20,2011-03-03,2023-07-02,4504,2023-11-26 10:29:36.269548800,147.43723
364,2014-11-23,2015-04-29,2023-10-27,3103,2024-04-15 13:25:46.874956800,171.55957
365,2016-01-01,2016-02-08,2023-10-05,2796,2024-04-16 20:16:11.191440000,194.84457
366,2016-07-21,2016-10-26,2023-08-27,2496,2024-03-28 08:49:57.509731200,214.36803
367,2011-09-16,2012-02-18,2023-08-15,4196,2024-01-09 12:50:54.638649599,147.53535
368,2012-10-13,2012-11-15,2023-11-04,4006,2024-03-30 18:50:55.957027200,147.78537
369,2019-12-23,2020-03-18,2023-10-06,1297,2024-07-04 12:53:49.980451200,272.53738
370,2012-05-30,2012-08-04,2023-09-04,4048,2024-01-29 16:51:14.853513600,147.70226
371,2015-08-12,2015-08-22,2023-12-21,3043,2024-06-13 07:53:13.505856000,175.32863
372,2018-01-23,2018-01-28,2023-09-21,2062,2024-05-12 21:30:29.882793600,234.89618
373,2013-08-20,2013-12-21,2023-09-11,3551,2024-02-09 09:45:21.093782399,151.4065
374,2016-04-20,2016-07-03,2023-07-21,2574,2024-02-16 11:41:19.394505600,210.48703
375,2020-03-12,2020-06-17,2023-06-20,1098,2024-03-28 17:00:37.792972799,282.70877
376,2011-03-29,2011-07-25,2023-11-10,4491,2024-04-05 10:31:07.236307200,147.43828
377,2018-07-06,2018-08-13,2023-11-09,1914,2024-07-07 08:58:01.347657600,241.37363
378,2013-03-29,2013-08-17,2023-10-02,3698,2024-02-28 12:45:23.730451200,149.53152
379,2018-05-21,2018-10-27,2023-05-11,1657,2024-01-18 22:59:01.552704000,252.95766
380,2015-08-19,2015-10-05,2023-07-18,2843,2024-01-24 14:02:54.902342400,190.58536
381,2019-01-18,2019-05-07,2023-03-31,1424,2023-12-19 21:41:47.519548800,263.90402
382,2018-09-06,2019-03-05,2023-05-21,1538,2024-02-03 04:49:25.429728000,258.201
383,2014-08-10,2014-08-25,2023-08-11,3273,2024-01-19 08:40:17.431622400,161.36131
384,2017-11-03,2018-04-09,2023-05-30,1877,2024-01-28 00:51:22.324233600,243.03568
385,2016-03-05,2016-07-19,2023-08-03,2571,2024-02-29 15:23:43.828108800,210.64148
386,2013-02-28,2013-03-05,2023-11-18,3910,2024-04-14 01:31:48.105494400,148.06375
387,2011-02-08,2011-07-15,2023-08-08,4407,2024-01-02 10:45:05.712883200,147.44798
388,2016-01-09,2016-02-25,2023-09-09,2753,2024-03-25 17:14:46.816396800,198.7186
389,2015-10-03,2015-12-10,2023-12-28,2940,2024-06-28 00:37:31.757836800,183.02606
390,2018-09-27,2018-12-12,2023-05-13,1613,2024-01-22 21:00:55.371081600,254.87564
391,2014-08-24,2015-02-13,2023-12-21,3233,2024-06-01 20:28:14.970720000,163.85295
392,2020-12-05,2021-04-14,2023-10-29,928,2024-08-11 02:40:26.660179200,287.11142
393,2011-09-20,2012-02-22,2023-12-11,4310,2024-05-06 11:25:09.082070400,147.4758
394,2011-08-10,2011-11-13,2023-12-19,4419,2024-05-14 10:43:58.476576000,147.4472
395,2014-07-07,2014-10-30,2023-09-29,3256,2024-03-09 09:55:20.947296000,162.41344
396,2013-12-14,2014-05-27,2023-10-01,3414,2024-03-03 07:28:43.535136000,154.31161
397,2013-12-16,2014-01-21,2023-07-27,3474,2023-12-26 18:23:06.914054400,152.76605
398,2010-04-14,2010-05-10,2022-09-09,4505,2023-02-03 10:28:17.167929600,147.43631
399,2020-09-28,2020-11-10,2023-09-15,1039,2024-06-25 12:55:16.992163200,284.5384
400,2010-09-11,2010-10-08,2023-01-17,4484,2023-06-13 10:31:07.236307200,147.43828
401,2019-01-12,2019-03-22,2023-09-19,1642,2024-05-29 14:41:00.937478400,253.61182
402,2018-09-19,2019-02-14,2023-10-24,1713,2024-06-30 11:49:06.093782400,250.49243
403,2017-01-01,2017-01-12,2023-11-29,2512,2024-06-29 14:14:42.861350400,213.59355
404,2014-02-05,2014-04-20,2023-08-11,3400,2024-01-12 18:49:30.263692800,154.78438
405,2010-04-09,2010-07-22,2022-12-28,4542,2023-05-24 10:18:05.449190400,147.42923
406,2016-01-10,2016-02-17,2023-05-22,2651,2023-12-14 04:25:04.687478400,206.18408
407,2015-02-28,2015-07-12,2023-11-09,3042,2024-05-02 09:36:31.113244800,175.40036
408,2018-02-09,2018-03-04,2023-12-24,2121,2024-08-12 05:10:19.189459200,232.2155
409,2015-04-04,2015-05-21,2023-11-28,3113,2024-05-16 23:14:15.175766400,170.96823
410,2012-05-27,2012-08-25,2023-08-25,4017,2024-01-19 18:10:23.583964799,147.75722
411,2010-12-04,2011-01-19,2023-04-09,4463,2023-09-03 10:36:19.687478400,147.4419
412,2020-05-05,2020-08-20,2023-05-14,997,2024-02-23 15:07:36.152342400,285.63028
413,2017-11-09,2018-03-29,2023-12-09,2081,2024-07-30 00:55:43.359369600,234.0387
414,2018-11-09,2019-03-30,2023-05-22,1514,2024-02-05 07:38:15.703152000,259.31824
415,2020-05-19,2020-08-31,2023-07-24,1057,2024-05-03 00:31:06.796847999,284.0216
416,2012-08-14,2012-12-03,2023-09-24,3947,2024-02-18 22:25:48.193334400,147.93459
417,2014-09-01,2014-12-14,2023-12-04,3277,2024-05-13 02:50:50.244144000,161.11864
418,2010-06-10,2010-08-09,2022-08-30,4404,2023-01-24 10:46:12.949190400,147.44876
419,2014-05-23,2014-11-10,2023-08-18,3203,2024-01-30 16:17:52.265587200,165.67908
420,2017-10-19,2018-01-27,2023-07-31,2011,2024-03-24 03:38:09.990268800,237.1515
421,2011-02-02,2011-04-11,2023-06-14,4447,2023-11-08 10:39:29.531260800,147.44409
422,2013-07-24,2013-12-04,2023-12-07,3655,2024-05-05 00:12:55.195315200,150.00897
423,2012-03-26,2012-07-24,2023-09-06,4061,2024-01-31 16:16:25.253875200,147.67807
424,2020-12-01,2021-01-07,2023-10-22,1018,2024-08-02 02:29:22.207027200,285.10373
425,2014-03-08,2014-05-19,2023-10-20,3441,2024-03-21 12:51:07.822252800,153.5355
426,2015-04-04,2015-08-09,2023-11-29,3034,2024-05-22 22:35:20.361350400,175.94121
427,2013-11-16,2014-03-02,2023-11-06,3536,2024-04-05 15:19:26.748019199,151.6385
428,2013-03-04,2013-06-04,2023-09-05,3745,2024-02-01 01:50:33.984412800,149.07678
429,2013-05-03,2013-06-03,2023-10-21,3792,2024-03-17 16:53:18.779280000,148.70369
430,2011-02-05,2011-06-07,2023-07-10,4416,2023-12-04 10:44:05.068377600,147.44728
431,2011-10-02,2012-02-16,2023-10-06,4250,2024-03-01 12:00:13.183603199,147.50015
432,2018-07-02,2018-08-22,2023-06-04,1747,2024-02-07 23:06:49.570272000,248.96307
433,2017-06-28,2017-07-27,2023-07-22,2186,2024-03-07 05:08:54.814416000,229.21452
434,2011-04-05,2011-05-15,2023-10-02,4523,2024-02-26 10:22:39.667929600,147.4324
435,2012-08-12,2012-09-22,2023-09-02,3997,2024-01-27 19:12:17.402342400,147.8002
436,2020-10-29,2020-11-09,2023-10-15,1070,2024-07-24 14:53:58.769548800,283.62082
437,2011-04-15,2011-09-13,2023-10-28,4428,2024-03-23 10:42:51.240268800,147.44643
438,2019-06-09,2019-06-10,2023-03-20,1379,2023-12-11 15:28:18.046848000,266.64465
439,2012-11-11,2012-12-27,2023-09-13,3912,2024-02-08 01:23:42.949190400,148.05814
440,2017-08-29,2017-12-08,2023-11-29,2182,2024-07-15 09:42:29.707027200,229.40451
441,2014-08-21,2015-01-17,2023-09-06,3154,2024-02-21 13:33:01.933603199,168.5646
442,2015-09-17,2015-12-16,2023-10-04,2849,2024-04-11 01:38:40.751980800,190.06853
443,2016-03-27,2016-07-15,2023-11-07,2671,2024-05-29 21:56:22.910179200,204.91415
444,2019-05-30,2019-11-10,2023-09-05,1395,2024-05-27 15:13:08.378918400,265.63412
445,2011-07-17,2011-09-12,2023-10-11,4412,2024-03-06 10:45:05.712883200,147.44798
446,2016-10-21,2016-10-22,2023-09-26,2530,2024-04-25 16:58:48.369100800,212.7075
447,2014-12-05,2015-02-06,2023-11-04,3193,2024-04-18 06:40:45.556665600,166.2783
448,2019-03-09,2019-05-03,2023-09-18,1599,2024-05-30 12:01:24.374956800,255.50098
449,2015-09-06,2015-12-30,2023-11-18,2880,2024-05-23 12:47:47.431622400,187.53319
450,2010-08-14,2011-01-29,2023-03-24,4437,2023-08-18 10:41:25.546848000,147.44543
451,2019-03-03,2019-07-24,2023-10-06,1535,2024-06-20 08:10:36.328108800,258.3407
452,2012-03-08,2012-08-04,2023-09-09,4053,2024-02-03 16:40:31.494144000,147.69481
453,2020-01-29,2020-07-22,2023-08-06,1110,2024-05-14 07:07:30.000000000,282.29688
454,2016-05-20,2016-07-12,2023-06-10,2524,2024-01-09 00:03:37.529280000,213.00252
455,2018-01-05,2018-05-22,2023-06-18,1853,2024-02-17 03:00:26.367206400,244.1253
456,2012-08-17,2013-02-13,2023-10-09,3890,2024-03-05 03:28:11.455046400,148.14458
457,2014-02-13,2014-04-11,2023-09-10,3439,2024-02-10 14:02:27.216758400,153.58504
458,2011-03-29,2011-07-24,2023-10-10,4461,2024-03-05 10:36:19.687478400,147.4419
459,2018-05-26,2018-10-27,2023-12-18,1878,2024-08-16 23:44:21.328108800,242.98914
460,2020-09-05,2021-02-21,2023-12-11,1023,2024-09-20 23:24:55.898467200,284.97565
461,2012-03-26,2012-04-30,2023-08-22,4131,2024-01-16 14:06:36.386755200,147.58792
462,2011-10-21,2011-12-23,2023-11-09,4339,2024-04-04 11:13:44.853513600,147.46788
463,2019-10-28,2019-11-22,2023-10-11,1419,2024-07-01 04:27:16.523423999,264.1856
464,2011-07-01,2011-09-29,2023-11-17,4432,2024-04-12 10:42:32.783241600,147.44621
465,2013-04-30,2013-07-14,2023-07-08,3646,2023-12-05 02:48:30.498019200,150.11702
466,2018-07-18,2018-08-25,2023-10-01,1863,2024-05-31 16:04:58.388649599,243.67012
467,2019-10-24,2020-03-02,2023-08-07,1253,2024-05-08 14:26:51.914054400,275.602
468,2010-01-17,2010-06-01,2022-10-04,4508,2023-02-28 10:28:10.576214400,147.43623
469,2018-11-18,2019-04-29,2023-11-01,1647,2024-07-11 09:21:54.404323200,253.39021
470,2013-05-28,2013-08-27,2023-08-21,3646,2024-01-18 02:48:30.498019200,150.11702
471,2016-01-15,2016-02-01,2023-12-01,2860,2024-06-07 03:23:51.738288000,189.14157
472,2016-11-29,2017-04-06,2023-05-12,2227,2023-12-25 07:01:14.267568000,227.29253
473,2012-12-05,2013-05-25,2023-11-30,3841,2024-04-26 09:21:54.404323200,148.39021
474,2019-06-07,2019-09-23,2023-06-25,1371,2024-03-18 03:57:20.917929600,267.16483
475,2017-01-09,2017-07-07,2023-12-26,2363,2024-08-02 19:17:24.580089600,220.80376
476,2015-11-17,2016-04-17,2023-06-27,2627,2024-01-20 14:18:04.570272000,207.59589
477,2020-11-07,2020-12-02,2023-08-28,999,2024-06-08 13:58:41.777385600,285.58243
478,2014-11-04,2015-05-03,2023-10-01,3073,2024-03-22 09:10:39.404323200,173.3824
479,2012-11-26,2013-02-22,2023-08-13,3824,2024-01-08 11:50:29.150361600,148.4934
480,2016-05-16,2016-10-24,2023-12-07,2600,2024-07-03 02:37:53.730451200,209.10965
481,2019-05-14,2019-11-07,2023-07-16,1347,2024-04-09 19:17:25.898467200,268.80377
482,2016-12-19,2017-01-17,2023-10-12,2459,2024-05-15 04:02:17.548828800,216.16826
483,2010-10-29,2010-12-31,2023-05-13,4516,2023-10-07 10:25:00.732432000,147.43404
484,2010-06-30,2010-11-27,2023-01-29,4446,2023-06-25 10:39:29.531260800,147.44409
485,2011-08-30,2012-01-31,2023-09-20,4250,2024-02-14 12:00:13.183603199,147.50015
486,2018-09-06,2019-02-09,2023-05-10,1551,2024-01-22 14:54:46.230451200,257.62137
487,2011-12-01,2012-03-24,2023-10-07,4214,2024-03-02 12:32:57.539097600,147.52289
488,2012-09-19,2012-11-07,2023-09-15,3964,2024-02-09 21:14:56.484412800,147.88538
489,2013-02-13,2013-05-05,2023-08-09,3748,2024-01-05 01:10:16.113244800,149.0488
490,2010-07-10,2010-10-02,2022-09-12,4363,2023-02-06 11:02:07.441440000,147.45981
491,2016-04-19,2016-08-02,2023-06-23,2516,2024-01-22 09:23:14.824233600,213.39114
492,2012-09-07,2013-03-03,2023-10-04,3867,2024-02-29 06:02:17.109369600,148.25159
493,2018-02-23,2018-07-21,2023-11-22,1950,2024-07-18 18:59:38.027385600,239.79141
494,2015-06-30,2015-10-26,2023-10-22,2918,2024-04-23 16:05:03.662073600,184.67018
495,2013-03-30,2013-06-24,2023-07-10,3668,2023-12-06 20:36:18.808560000,149.85855
496,2019-02-10,2019-04-14,2023-09-02,1602,2024-05-14 08:42:49.042972800,255.36307
497,2019-04-18,2019-07-31,2023-04-07,1346,2023-12-31 20:49:29.824233600,268.8677
498,2010-05-08,2010-06-26,2022-09-20,4469,2023-02-14 10:32:51.386755200,147.43948
499,2015-08-28,2015-11-07,2023-12-27,2972,2024-06-24 13:23:25.810540800,180.55794
500,2014-12-22,2014-12-23,2023-08-22,3164,2024-02-05 23:36:30.673785600,167.98369
501,2014-10-25,2015-03-15,2023-10-17,3138,2024-04-03 11:51:48.251980800,169.49431
502,2017-02-26,2017-08-24,2023-09-23,2221,2024-05-07 13:45:55.810540800,227.57356
503,2011-07-24,2011-11-24,2023-11-08,4367,2024-04-03 10:58:39.140630400,147.4574
504,2013-09-08,2013-11-09,2023-07-09,3529,2023-12-07 18:13:41.337926399,151.7595
505,2015-03-11,2015-04-12,2023-11-29,3153,2024-05-15 14:55:28.417929600,168.62186
506,2017-06-26,2017-12-01,2023-06-26,2033,2024-02-17 04:30:51.416035200,236.1881
507,2020-07-30,2020-08-28,2023-04-29,974,2024-02-09 04:16:56.894505600,286.17844
508,2011-09-18,2011-11-06,2023-10-05,4351,2024-02-29 11:08:25.810540800,147.46419
509,2019-03-14,2019-09-03,2023-08-02,1429,2024-04-21 14:53:50.859369600,263.62073
510,2020-12-28,2021-01-27,2023-11-30,1037,2024-09-09 14:09:48.867206400,284.59015
511,2017-12-11,2018-05-04,2023-08-07,1921,2024-04-04 01:30:36.914054400,241.06293
512,2014-08-14,2015-01-29,2023-07-16,3090,2024-01-04 08:16:34.921891200,172.34485
513,2018-03-29,2018-04-17,2023-05-01,1840,2023-12-31 17:19:13.125043200,244.72168
514,2020-02-28,2020-03-17,2023-08-21,1252,2024-05-22 15:54:58.535136000,275.66318
515,2010-06-04,2010-06-05,2022-07-28,4436,2022-12-22 10:42:32.783241600,147.44621
516,2016-12-12,2017-02-28,2023-08-07,2351,2024-03-15 09:17:50.507836800,221.38739
517,2013-11-10,2014-03-05,2023-07-23,3427,2023-12-23 21:57:13.007836800,153.91473
518,2012-02-24,2012-08-17,2023-11-22,4114,2024-04-17 14:35:16.845676800,147.60783
519,2018-09-11,2019-01-02,2023-07-18,1658,2024-03-26 21:58:20.244144000,252.91551
520,2020-12-14,2021-04-07,2023-12-24,991,2024-10-04 18:44:44.179728000,285.78107
521,2019-06-27,2019-12-10,2023-07-10,1308,2024-04-06 16:33:33.574233600,271.68997
522,2020-08-18,2021-02-13,2023-11-26,1016,2024-09-06 03:40:17.871081599,285.15298
523,2010-09-03,2010-11-05,2023-04-22,4551,2023-09-16 10:15:44.384774400,147.4276
524,2018-11-22,2019-04-03,2023-03-13,1440,2023-12-01 00:10:32.812521600,263.00732
525,2018-07-08,2018-11-14,2023-11-24,1836,2024-07-25 21:43:42.216758400,244.90535
526,2014-02-09,2014-02-17,2023-07-27,3447,2023-12-27 09:09:40.078108800,153.38171
527,2014-09-02,2015-02-06,2023-09-25,3153,2024-03-11 14:55:28.417929600,168.62186
528,2017-09-07,2017-11-01,2023-03-23,1968,2023-11-17 00:24:04.921891200,239.01672
529,2011-06-22,2011-10-03,2023-09-06,4356,2024-01-31 11:08:25.810540800,147.46419
530,2015-03-06,2015-07-15,2023-10-25,3024,2024-04-18 15:30:44.384774400,176.64635
531,2015-01-16,2015-02-17,2023-08-10,3096,2024-01-28 23:31:23.496124800,171.98013
532,2012-07-09,2012-07-19,2023-12-10,4161,2024-05-05 13:28:32.988287999,147.5615
533,2016-09-21,2017-01-09,2023-06-16,2349,2024-01-23 11:42:29.267568000,221.48784
534,2011-06-09,2011-11-18,2023-09-10,4314,2024-02-04 11:23:38.115225600,147.47475
535,2017-11-15,2018-03-19,2023-07-17,1946,2024-03-12 23:17:19.746124800,239.97037
536,2014-03-10,2014-06-05,2023-11-03,3438,2024-04-04 14:39:10.195315200,153.61053
537,2018-01-29,2018-03-25,2023-11-01,2047,2024-06-23 13:38:23.613244800,235.56833
538,2020-09-01,2020-10-03,2023-07-11,1011,2024-04-21 06:49:10.488288000,285.28415
539,2010-02-05,2010-08-02,2022-10-31,4473,2023-03-27 10:32:51.386755200,147.43948
540,2011-11-16,2012-03-30,2023-12-22,4284,2024-05-17 11:39:44.472614400,147.48593
541,2010-01-20,2010-04-23,2022-12-11,4615,2023-05-07 10:10:14.794953600,147.42378
542,2016-06-26,2016-07-04,2023-09-02,2616,2024-03-28 05:37:08.906217600,208.23413
543,2020-07-14,2020-09-17,2023-07-31,1047,2024-05-10 07:27:58.710902400,284.3111
544,2017-01-03,2017-03-01,2023-04-28,2249,2023-12-10 06:06:31.552704000,226.25453
545,2011-02-04,2011-04-12,2023-08-09,4502,2024-01-03 10:29:36.269548800,147.43723
546,2017-05-25,2017-08-05,2023-09-29,2246,2024-05-12 09:30:41.748019200,226.39632
547,2012-08-29,2012-10-22,2023-10-21,4016,2024-03-16 18:10:23.583964799,147.75722
548,2015-03-22,2015-05-28,2023-12-30,3138,2024-06-16 11:51:48.251980800,169.49431
549,2016-11-23,2017-01-13,2023-12-16,2528,2024-07-15 19:19:52.236307200,212.80547
550,2013-03-12,2013-06-17,2023-10-31,3788,2024-03-27 17:34:43.886755200,148.73245
551,2013-01-20,2013-04-22,2023-12-18,3892,2024-05-14 03:18:15.556665600,148.13768
552,2019-05-19,2019-05-27,2023-03-31,1404,2023-12-21 01:52:16.816396800,265.07797
553,2012-04-13,2012-09-22,2023-09-23,4018,2024-02-17 18:04:15.761712000,147.75296
554,2014-12-29,2015-02-02,2023-12-13,3236,2024-05-24 15:54:49.306665600,163.66307
555,2017-08-06,2017-11-10,2023-10-24,2174,2024-06-09 18:29:43.740268800,229.77065
556,2015-06-06,2015-09-02,2023-10-04,2954,2024-04-02 22:47:05.683603200,181.94937
557,2012-05-03,2012-07-20,2023-10-12,4101,2024-03-07 14:57:49.482432000,147.62349
558,2010-02-20,2010-03-24,2022-02-25,4356,2022-07-22 11:08:25.810540800,147.46419
559,2020-03-25,2020-07-23,2023-03-04,954,2023-12-15 14:36:13.535136000,286.6085
560,2020-04-27,2020-06-12,2023-06-12,1095,2024-03-20 19:24:01.406217600,282.80835
561,2011-07-29,2011-12-20,2023-09-29,4301,2024-02-23 11:30:51.855494400,147.47977
562,2018-12-06,2019-05-20,2023-10-04,1598,2024-06-15 12:52:20.332070400,255.53635
563,2013-02-22,2013-07-14,2023-08-12,3681,2024-01-08 17:05:37.060540800,149.71223
564,2016-01-07,2016-03-02,2023-12-18,2847,2024-06-25 05:45:41.748019200,190.24007
565,2016-06-19,2016-12-12,2023-11-29,2543,2024-06-28 01:31:03.281260800,212.06323
566,2017-03-02,2017-03-09,2023-11-26,2453,2024-06-29 10:47:07.001980800,216.44939
567,2019-05-07,2019-07-20,2023-11-15,1579,2024-07-28 08:59:20.449190399,256.37454
568,2016-06-10,2016-06-17,2023-09-25,2656,2024-04-17 20:51:27.158198400,205.86906
569,2014-09-12,2015-02-20,2023-09-25,3139,2024-03-12 10:29:37.587926400,169.43724
570,2011-11-13,2012-04-12,2023-11-27,4246,2024-04-22 12:01:33.603513600,147.50108
571,2012-04-17,2012-07-11,2023-08-06,4043,2023-12-31 16:59:42.421891200,147.70813
572,2020-07-21,2020-12-15,2023-08-21,979,2024-06-02 01:24:38.320272000,286.05878
573,2012-12-13,2013-04-04,2023-12-09,3901,2024-05-05 02:17:14.472614400,148.0953
574,2018-05-09,2018-09-11,2023-04-12,1674,2023-12-20 05:10:25.781260800,252.21558
575,2016-10-27,2017-03-23,2023-08-13,2334,2024-03-22 04:52:26.044953600,222.20308
576,2017-04-14,2017-05-20,2023-11-25,2380,2024-07-01 23:48:02.812521600,219.9917
577,2018-04-29,2018-05-28,2023-11-07,1989,2024-07-02 02:34:42.568377600,238.10744
578,2016-04-30,2016-07-21,2023-08-14,2580,2024-03-11 04:11:19.394505600,210.17453
579,2018-07-22,2018-07-24,2023-10-03,1897,2024-06-01 03:08:47.343782400,242.1311
