Device ID,Manufacture Date,Installation Date,Fault Date
218,2013-03-29,2013-04-02,2021-11-12
218,2013-03-29,2013-04-02,2022-05-26
218,2013-03-29,2013-04-02,2022-11-13
218,2013-03-29,2013-04-02,2023-05-08
218,2013-03-29,2013-04-02,2023-09-28
219,2020-09-15,2020-12-18,2021-11-29
219,2020-09-15,2020-12-18,2022-10-22
219,2020-09-15,2020-12-18,2023-08-28
220,2014-09-19,2014-12-03,2015-12-13
220,2014-09-19,2014-12-03,2016-08-27
220,2014-09-19,2014-12-03,2017-05-05
220,2014-09-19,2014-12-03,2018-03-06
220,2014-09-19,2014-12-03,2018-12-24
220,2014-09-19,2014-12-03,2019-10-09
220,2014-09-19,2014-12-03,2020-06-13
220,2014-09-19,2014-12-03,2021-02-22
220,2014-09-19,2014-12-03,2021-10-23
220,2014-09-19,2014-12-03,2022-05-21
220,2014-09-19,2014-12-03,2023-01-13
220,2014-09-19,2014-12-03,2023-08-07
221,2019-01-28,2019-03-31,2020-04-01
221,2019-01-28,2019-03-31,2021-05-23
221,2019-01-28,2019-03-31,2022-04-29
221,2019-01-28,2019-03-31,2023-02-11
221,2019-01-28,2019-03-31,2023-12-19
222,2018-08-24,2018-11-26,2019-11-30
222,2018-08-24,2018-11-26,2020-11-19
222,2018-08-24,2018-11-26,2021-10-14
222,2018-08-24,2018-11-26,2022-08-07
222,2018-08-24,2018-11-26,2023-04-25
223,2014-12-25,2015-03-30,2016-04-01
223,2014-12-25,2015-03-30,2017-02-01
223,2014-12-25,2015-03-30,2018-02-22
223,2014-12-25,2015-03-30,2018-10-05
223,2014-12-25,2015-03-30,2019-07-17
223,2014-12-25,2015-03-30,2020-04-24
223,2014-12-25,2015-03-30,2021-01-25
223,2014-12-25,2015-03-30,2021-09-07
223,2014-12-25,2015-03-30,2022-05-27
223,2014-12-25,2015-03-30,2022-12-03
223,2014-12-25,2015-03-30,2023-06-20
224,2017-03-10,2017-08-09,2018-09-15
224,2017-03-10,2017-08-09,2019-07-06
224,2017-03-10,2017-08-09,2020-08-22
224,2017-03-10,2017-08-09,2021-05-25
224,2017-03-10,2017-08-09,2022-01-31
224,2017-03-10,2017-08-09,2022-11-16
224,2017-03-10,2017-08-09,2023-07-24
225,2017-06-22,2017-08-16,2018-09-06
225,2017-06-22,2017-08-16,2019-06-24
225,2017-06-22,2017-08-16,2020-03-22
225,2017-06-22,2017-08-16,2021-01-10
225,2017-06-22,2017-08-16,2021-12-04
225,2017-06-22,2017-08-16,2022-08-24
225,2017-06-22,2017-08-16,2023-06-26
226,2017-02-17,2017-07-04,2018-07-14
226,2017-02-17,2017-07-04,2019-07-05
226,2017-02-17,2017-07-04,2020-06-03
226,2017-02-17,2017-07-04,2021-04-10
226,2017-02-17,2017-07-04,2022-01-14
226,2017-02-17,2017-07-04,2022-10-08
226,2017-02-17,2017-07-04,2023-05-27
226,2017-02-17,2017-07-04,2023-12-05
227,2014-05-17,2014-09-25,2015-09-30
227,2014-05-17,2014-09-25,2016-09-08
227,2014-05-17,2014-09-25,2017-08-12
227,2014-05-17,2014-09-25,2018-05-20
227,2014-05-17,2014-09-25,2019-02-06
227,2014-05-17,2014-09-25,2019-11-02
227,2014-05-17,2014-09-25,2020-08-26
227,2014-05-17,2014-09-25,2021-03-31
227,2014-05-17,2014-09-25,2021-09-20
227,2014-05-17,2014-09-25,2022-04-21
227,2014-05-17,2014-09-25,2022-12-15
227,2014-05-17,2014-09-25,2023-05-29
227,2014-05-17,2014-09-25,2023-11-13
228,2018-05-19,2018-06-19,2019-09-20
228,2018-05-19,2018-06-19,2020-07-09
228,2018-05-19,2018-06-19,2021-04-13
228,2018-05-19,2018-06-19,2022-02-26
228,2018-05-19,2018-06-19,2023-01-18
228,2018-05-19,2018-06-19,2023-10-01
229,2017-05-17,2017-06-26,2018-07-11
229,2017-05-17,2017-06-26,2019-07-11
229,2017-05-17,2017-06-26,2020-07-26
229,2017-05-17,2017-06-26,2021-06-14
229,2017-05-17,2017-06-26,2022-04-19
229,2017-05-17,2017-06-26,2023-01-05
229,2017-05-17,2017-06-26,2023-11-17
230,2012-03-06,2012-04-11,2013-03-19
230,2012-03-06,2012-04-11,2014-05-01
230,2012-03-06,2012-04-11,2015-02-01
230,2012-03-06,2012-04-11,2015-10-10
230,2012-03-06,2012-04-11,2016-08-03
230,2012-03-06,2012-04-11,2017-05-08
230,2012-03-06,2012-04-11,2018-01-20
230,2012-03-06,2012-04-11,2018-10-21
230,2012-03-06,2012-04-11,2019-05-22
230,2012-03-06,2012-04-11,2020-01-01
230,2012-03-06,2012-04-11,2020-07-21
230,2012-03-06,2012-04-11,2021-01-18
230,2012-03-06,2012-04-11,2021-07-25
230,2012-03-06,2012-04-11,2022-02-04
230,2012-03-06,2012-04-11,2022-08-27
230,2012-03-06,2012-04-11,2023-02-09
230,2012-03-06,2012-04-11,2023-05-31
230,2012-03-06,2012-04-11,2023-10-19
231,2012-11-17,2013-04-18,2014-05-22
231,2012-11-17,2013-04-18,2015-05-06
231,2012-11-17,2013-04-18,2016-05-04
231,2012-11-17,2013-04-18,2017-03-16
231,2012-11-17,2013-04-18,2018-02-10
231,2012-11-17,2013-04-18,2018-10-24
231,2012-11-17,2013-04-18,2019-07-09
231,2012-11-17,2013-04-18,2020-03-25
231,2012-11-17,2013-04-18,2020-10-24
231,2012-11-17,2013-04-18,2021-05-09
231,2012-11-17,2013-04-18,2021-11-16
231,2012-11-17,2013-04-18,2022-05-13
231,2012-11-17,2013-04-18,2022-11-22
231,2012-11-17,2013-04-18,2023-04-12
231,2012-11-17,2013-04-18,2023-08-29
232,2014-07-02,2014-07-08,2015-06-11
232,2014-07-02,2014-07-08,2016-05-29
232,2014-07-02,2014-07-08,2017-03-03
232,2014-07-02,2014-07-08,2018-01-11
232,2014-07-02,2014-07-08,2018-10-11
232,2014-07-02,2014-07-08,2019-06-04
232,2014-07-02,2014-07-08,2020-04-01
232,2014-07-02,2014-07-08,2021-01-05
232,2014-07-02,2014-07-08,2021-08-25
232,2014-07-02,2014-07-08,2022-04-26
232,2014-07-02,2014-07-08,2022-12-30
232,2014-07-02,2014-07-08,2023-07-28
233,2019-12-07,2020-02-11,2021-02-17
233,2019-12-07,2020-02-11,2022-02-19
233,2019-12-07,2020-02-11,2022-12-28
233,2019-12-07,2020-02-11,2023-10-22
234,2013-09-25,2013-12-09,2014-11-21
234,2013-09-25,2013-12-09,2015-10-20
234,2013-09-25,2013-12-09,2016-09-11
234,2013-09-25,2013-12-09,2017-08-22
234,2013-09-25,2013-12-09,2018-05-07
234,2013-09-25,2013-12-09,2019-02-28
234,2013-09-25,2013-12-09,2019-12-06
234,2013-09-25,2013-12-09,2020-08-26
234,2013-09-25,2013-12-09,2021-03-26
234,2013-09-25,2013-12-09,2021-09-24
234,2013-09-25,2013-12-09,2022-05-02
234,2013-09-25,2013-12-09,2022-11-18
234,2013-09-25,2013-12-09,2023-06-10
234,2013-09-25,2013-12-09,2023-11-19
235,2020-08-05,2020-08-09,2021-09-16
235,2020-08-05,2020-08-09,2022-08-21
235,2020-08-05,2020-08-09,2023-07-24
236,2015-06-05,2015-08-23,2016-07-23
236,2015-06-05,2015-08-23,2017-07-23
236,2015-06-05,2015-08-23,2018-08-06
236,2015-06-05,2015-08-23,2019-06-08
236,2015-06-05,2015-08-23,2020-02-09
236,2015-06-05,2015-08-23,2020-10-22
236,2015-06-05,2015-08-23,2021-05-25
236,2015-06-05,2015-08-23,2022-03-03
236,2015-06-05,2015-08-23,2022-11-10
236,2015-06-05,2015-08-23,2023-06-07
236,2015-06-05,2015-08-23,2023-12-03
237,2013-09-16,2014-01-28,2015-01-04
237,2013-09-16,2014-01-28,2015-12-20
237,2013-09-16,2014-01-28,2016-11-13
237,2013-09-16,2014-01-28,2017-10-29
237,2013-09-16,2014-01-28,2018-07-25
237,2013-09-16,2014-01-28,2019-03-15
237,2013-09-16,2014-01-28,2019-11-02
237,2013-09-16,2014-01-28,2020-07-08
237,2013-09-16,2014-01-28,2021-02-11
237,2013-09-16,2014-01-28,2021-09-16
237,2013-09-16,2014-01-28,2022-04-06
237,2013-09-16,2014-01-28,2022-11-13
237,2013-09-16,2014-01-28,2023-05-10
237,2013-09-16,2014-01-28,2023-10-29
238,2014-07-22,2014-11-17,2015-10-27
238,2014-07-22,2014-11-17,2016-10-21
238,2014-07-22,2014-11-17,2017-09-23
238,2014-07-22,2014-11-17,2018-08-01
238,2014-07-22,2014-11-17,2019-04-15
238,2014-07-22,2014-11-17,2020-02-19
238,2014-07-22,2014-11-17,2021-01-01
238,2014-07-22,2014-11-17,2021-08-31
238,2014-07-22,2014-11-17,2022-03-24
238,2014-07-22,2014-11-17,2022-10-28
238,2014-07-22,2014-11-17,2023-06-11
238,2014-07-22,2014-11-17,2023-12-09
239,2014-03-10,2014-07-01,2015-07-13
239,2014-03-10,2014-07-01,2016-08-01
239,2014-03-10,2014-07-01,2017-07-15
239,2014-03-10,2014-07-01,2018-06-09
239,2014-03-10,2014-07-01,2019-03-10
239,2014-03-10,2014-07-01,2019-12-17
239,2014-03-10,2014-07-01,2020-08-10
239,2014-03-10,2014-07-01,2021-04-30
239,2014-03-10,2014-07-01,2022-01-09
239,2014-03-10,2014-07-01,2022-08-23
239,2014-03-10,2014-07-01,2023-03-05
239,2014-03-10,2014-07-01,2023-09-08
240,2015-08-01,2015-11-03,2016-10-20
240,2015-08-01,2015-11-03,2017-11-06
240,2015-08-01,2015-11-03,2018-10-07
240,2015-08-01,2015-11-03,2019-07-30
240,2015-08-01,2015-11-03,2020-04-06
240,2015-08-01,2015-11-03,2021-01-13
240,2015-08-01,2015-11-03,2021-10-03
240,2015-08-01,2015-11-03,2022-07-21
240,2015-08-01,2015-11-03,2023-02-16
240,2015-08-01,2015-11-03,2023-11-12
241,2019-05-13,2019-11-08,2020-11-20
241,2019-05-13,2019-11-08,2021-10-09
241,2019-05-13,2019-11-08,2022-09-10
241,2019-05-13,2019-11-08,2023-07-29
242,2014-02-05,2014-04-08,2015-03-03
242,2014-02-05,2014-04-08,2016-04-01
242,2014-02-05,2014-04-08,2017-03-04
242,2014-02-05,2014-04-08,2018-01-23
242,2014-02-05,2014-04-08,2018-11-01
242,2014-02-05,2014-04-08,2019-07-07
242,2014-02-05,2014-04-08,2020-03-24
242,2014-02-05,2014-04-08,2020-11-29
242,2014-02-05,2014-04-08,2021-06-16
242,2014-02-05,2014-04-08,2022-02-09
242,2014-02-05,2014-04-08,2022-09-25
242,2014-02-05,2014-04-08,2023-03-25
242,2014-02-05,2014-04-08,2023-09-07
243,2019-01-16,2019-04-05,2020-04-04
243,2019-01-16,2019-04-05,2021-03-05
243,2019-01-16,2019-04-05,2022-01-23
243,2019-01-16,2019-04-05,2022-12-04
243,2019-01-16,2019-04-05,2023-08-12
244,2016-02-16,2016-07-01,2017-03-23
244,2016-02-16,2016-07-01,2018-04-10
244,2016-02-16,2016-07-01,2019-03-06
244,2016-02-16,2016-07-01,2020-02-13
244,2016-02-16,2016-07-01,2020-10-29
244,2016-02-16,2016-07-01,2021-08-04
244,2016-02-16,2016-07-01,2022-04-29
244,2016-02-16,2016-07-01,2022-12-19
244,2016-02-16,2016-07-01,2023-07-06
245,2019-01-10,2019-02-05,2020-03-27
245,2019-01-10,2019-02-05,2021-02-19
245,2019-01-10,2019-02-05,2022-01-25
245,2019-01-10,2019-02-05,2022-11-11
245,2019-01-10,2019-02-05,2023-07-29
246,2013-11-09,2014-05-07,2015-03-07
246,2013-11-09,2014-05-07,2016-02-08
246,2013-11-09,2014-05-07,2017-01-05
246,2013-11-09,2014-05-07,2018-01-03
246,2013-11-09,2014-05-07,2018-11-16
246,2013-11-09,2014-05-07,2019-07-02
246,2013-11-09,2014-05-07,2020-03-19
246,2013-11-09,2014-05-07,2020-11-22
246,2013-11-09,2014-05-07,2021-07-08
246,2013-11-09,2014-05-07,2022-02-28
246,2013-11-09,2014-05-07,2022-08-26
246,2013-11-09,2014-05-07,2023-03-04
246,2013-11-09,2014-05-07,2023-09-17
247,2013-11-01,2014-04-23,2015-04-28
247,2013-11-01,2014-04-23,2016-03-27
247,2013-11-01,2014-04-23,2017-02-12
247,2013-11-01,2014-04-23,2018-01-09
247,2013-11-01,2014-04-23,2018-10-27
247,2013-11-01,2014-04-23,2019-06-30
247,2013-11-01,2014-04-23,2020-02-14
247,2013-11-01,2014-04-23,2020-09-12
247,2013-11-01,2014-04-23,2021-06-10
247,2013-11-01,2014-04-23,2022-02-05
247,2013-11-01,2014-04-23,2022-08-30
247,2013-11-01,2014-04-23,2023-03-06
247,2013-11-01,2014-04-23,2023-08-29
248,2013-07-30,2013-09-12,2014-11-20
248,2013-07-30,2013-09-12,2015-10-06
248,2013-07-30,2013-09-12,2016-09-30
248,2013-07-30,2013-09-12,2017-07-31
248,2013-07-30,2013-09-12,2018-05-08
248,2013-07-30,2013-09-12,2019-03-16
248,2013-07-30,2013-09-12,2019-11-25
248,2013-07-30,2013-09-12,2020-07-30
248,2013-07-30,2013-09-12,2021-03-20
248,2013-07-30,2013-09-12,2021-09-15
248,2013-07-30,2013-09-12,2022-04-13
248,2013-07-30,2013-09-12,2022-10-12
248,2013-07-30,2013-09-12,2023-03-18
248,2013-07-30,2013-09-12,2023-08-30
249,2017-05-04,2017-09-14,2018-10-21
249,2017-05-04,2017-09-14,2019-08-23
249,2017-05-04,2017-09-14,2020-06-18
249,2017-05-04,2017-09-14,2021-05-01
249,2017-05-04,2017-09-14,2022-01-09
249,2017-05-04,2017-09-14,2022-09-26
249,2017-05-04,2017-09-14,2023-05-04
250,2017-04-29,2017-07-08,2018-06-27
250,2017-04-29,2017-07-08,2019-06-07
250,2017-04-29,2017-07-08,2020-05-28
250,2017-04-29,2017-07-08,2021-03-09
250,2017-04-29,2017-07-08,2021-12-16
250,2017-04-29,2017-07-08,2022-08-20
250,2017-04-29,2017-07-08,2023-04-11
250,2017-04-29,2017-07-08,2023-11-23
251,2012-08-30,2013-01-31,2014-01-16
251,2012-08-30,2013-01-31,2015-01-06
251,2012-08-30,2013-01-31,2015-10-30
251,2012-08-30,2013-01-31,2016-09-14
251,2012-08-30,2013-01-31,2017-07-17
251,2012-08-30,2013-01-31,2018-04-05
251,2012-08-30,2013-01-31,2018-12-01
251,2012-08-30,2013-01-31,2019-08-08
251,2012-08-30,2013-01-31,2020-03-24
251,2012-08-30,2013-01-31,2020-11-06
251,2012-08-30,2013-01-31,2021-07-06
251,2012-08-30,2013-01-31,2022-01-19
251,2012-08-30,2013-01-31,2022-07-11
251,2012-08-30,2013-01-31,2022-12-18
251,2012-08-30,2013-01-31,2023-05-20
251,2012-08-30,2013-01-31,2023-10-02
252,2014-11-04,2015-03-02,2015-12-10
252,2014-11-04,2015-03-02,2016-12-10
252,2014-11-04,2015-03-02,2017-10-06
252,2014-11-04,2015-03-02,2018-07-29
252,2014-11-04,2015-03-02,2019-04-25
252,2014-11-04,2015-03-02,2020-03-12
252,2014-11-04,2015-03-02,2020-12-01
252,2014-11-04,2015-03-02,2021-08-27
252,2014-11-04,2015-03-02,2022-05-19
252,2014-11-04,2015-03-02,2022-12-29
252,2014-11-04,2015-03-02,2023-06-30
253,2013-07-06,2013-09-12,2014-08-15
253,2013-07-06,2013-09-12,2015-07-10
253,2013-07-06,2013-09-12,2016-05-30
253,2013-07-06,2013-09-12,2017-04-01
253,2013-07-06,2013-09-12,2018-02-01
253,2013-07-06,2013-09-12,2018-11-20
253,2013-07-06,2013-09-12,2019-08-04
253,2013-07-06,2013-09-12,2020-04-17
253,2013-07-06,2013-09-12,2020-11-23
253,2013-07-06,2013-09-12,2021-07-31
253,2013-07-06,2013-09-12,2022-02-11
253,2013-07-06,2013-09-12,2022-09-19
253,2013-07-06,2013-09-12,2023-02-23
253,2013-07-06,2013-09-12,2023-08-11
254,2019-05-24,2019-06-12,2020-06-21
254,2019-05-24,2019-06-12,2021-06-30
254,2019-05-24,2019-06-12,2022-04-09
254,2019-05-24,2019-06-12,2023-01-08
254,2019-05-24,2019-06-12,2023-09-17
255,2011-12-11,2011-12-31,2013-01-09
255,2011-12-11,2011-12-31,2013-11-12
255,2011-12-11,2011-12-31,2014-09-21
255,2011-12-11,2011-12-31,2015-09-03
255,2011-12-11,2011-12-31,2016-06-12
255,2011-12-11,2011-12-31,2017-03-05
255,2011-12-11,2011-12-31,2017-11-01
255,2011-12-11,2011-12-31,2018-06-11
255,2011-12-11,2011-12-31,2019-03-02
255,2011-12-11,2011-12-31,2019-11-15
255,2011-12-11,2011-12-31,2020-05-20
255,2011-12-11,2011-12-31,2020-12-30
255,2011-12-11,2011-12-31,2021-06-23
255,2011-12-11,2011-12-31,2021-12-24
255,2011-12-11,2011-12-31,2022-06-30
255,2011-12-11,2011-12-31,2022-11-29
255,2011-12-11,2011-12-31,2023-04-19
255,2011-12-11,2011-12-31,2023-09-16
256,2014-01-19,2014-05-12,2015-06-22
256,2014-01-19,2014-05-12,2016-06-03
256,2014-01-19,2014-05-12,2017-04-04
256,2014-01-19,2014-05-12,2018-01-17
256,2014-01-19,2014-05-12,2018-09-24
256,2014-01-19,2014-05-12,2019-06-13
256,2014-01-19,2014-05-12,2020-02-24
256,2014-01-19,2014-05-12,2020-10-03
256,2014-01-19,2014-05-12,2021-05-27
256,2014-01-19,2014-05-12,2022-01-16
256,2014-01-19,2014-05-12,2022-08-10
256,2014-01-19,2014-05-12,2023-03-11
256,2014-01-19,2014-05-12,2023-08-31
257,2013-12-05,2014-04-24,2015-04-28
257,2013-12-05,2014-04-24,2016-05-30
257,2013-12-05,2014-04-24,2017-07-04
257,2013-12-05,2014-04-24,2018-04-16
257,2013-12-05,2014-04-24,2019-01-14
257,2013-12-05,2014-04-24,2019-10-04
257,2013-12-05,2014-04-24,2020-07-01
257,2013-12-05,2014-04-24,2021-03-31
257,2013-12-05,2014-04-24,2021-10-28
257,2013-12-05,2014-04-24,2022-06-07
257,2013-12-05,2014-04-24,2022-12-23
257,2013-12-05,2014-04-24,2023-07-14
258,2011-10-11,2011-11-27,2012-11-17
258,2011-10-11,2011-11-27,2013-08-31
258,2011-10-11,2011-11-27,2014-08-20
258,2011-10-11,2011-11-27,2015-05-31
258,2011-10-11,2011-11-27,2016-03-16
258,2011-10-11,2011-11-27,2017-01-10
258,2011-10-11,2011-11-27,2017-10-07
258,2011-10-11,2011-11-27,2018-06-09
258,2011-10-11,2011-11-27,2019-01-15
258,2011-10-11,2011-11-27,2019-06-21
258,2011-10-11,2011-11-27,2020-02-04
258,2011-10-11,2011-11-27,2020-08-18
258,2011-10-11,2011-11-27,2021-03-25
258,2011-10-11,2011-11-27,2021-09-26
258,2011-10-11,2011-11-27,2022-03-04
258,2011-10-11,2011-11-27,2022-08-27
258,2011-10-11,2011-11-27,2023-02-10
258,2011-10-11,2011-11-27,2023-06-27
258,2011-10-11,2011-11-27,2023-11-23
259,2010-11-14,2010-11-15,2011-11-20
259,2010-11-14,2010-11-15,2012-11-18
259,2010-11-14,2010-11-15,2013-11-03
259,2010-11-14,2010-11-15,2014-09-23
259,2010-11-14,2010-11-15,2015-06-28
259,2010-11-14,2010-11-15,2016-04-25
259,2010-11-14,2010-11-15,2017-01-02
259,2010-11-14,2010-11-15,2017-08-18
259,2010-11-14,2010-11-15,2018-03-23
259,2010-11-14,2010-11-15,2018-12-08
259,2010-11-14,2010-11-15,2019-06-14
259,2010-11-14,2010-11-15,2020-01-18
259,2010-11-14,2010-11-15,2020-06-26
259,2010-11-14,2010-11-15,2020-12-24
259,2010-11-14,2010-11-15,2021-06-09
259,2010-11-14,2010-11-15,2021-12-04
259,2010-11-14,2010-11-15,2022-04-17
259,2010-11-14,2010-11-15,2022-08-18
259,2010-11-14,2010-11-15,2022-12-24
259,2010-11-14,2010-11-15,2023-05-16
260,2020-04-06,2020-07-05,2021-06-02
260,2020-04-06,2020-07-05,2022-02-14
260,2020-04-06,2020-07-05,2023-01-14
260,2020-04-06,2020-07-05,2023-12-24
261,2019-01-10,2019-06-01,2020-06-30
261,2019-01-10,2019-06-01,2021-05-03
261,2019-01-10,2019-06-01,2022-03-20
261,2019-01-10,2019-06-01,2023-02-15
261,2019-01-10,2019-06-01,2023-10-29
262,2020-08-26,2020-10-29,2021-12-12
262,2020-08-26,2020-10-29,2022-12-05
262,2020-08-26,2020-10-29,2023-09-30
263,2013-06-11,2013-07-19,2014-08-12
263,2013-06-11,2013-07-19,2015-05-18
263,2013-06-11,2013-07-19,2016-05-08
263,2013-06-11,2013-07-19,2017-02-23
263,2013-06-11,2013-07-19,2017-12-18
263,2013-06-11,2013-07-19,2018-10-18
263,2013-06-11,2013-07-19,2019-06-20
263,2013-06-11,2013-07-19,2020-01-12
263,2013-06-11,2013-07-19,2020-10-08
263,2013-06-11,2013-07-19,2021-06-11
263,2013-06-11,2013-07-19,2022-01-02
263,2013-06-11,2013-07-19,2022-08-02
263,2013-06-11,2013-07-19,2023-01-26
263,2013-06-11,2013-07-19,2023-07-21
263,2013-06-11,2013-07-19,2023-12-30
264,2011-11-15,2011-12-22,2013-01-03
264,2011-11-15,2011-12-22,2013-11-01
264,2011-11-15,2011-12-22,2014-09-16
264,2011-11-15,2011-12-22,2015-08-02
264,2011-11-15,2011-12-22,2016-07-13
264,2011-11-15,2011-12-22,2017-03-11
264,2011-11-15,2011-12-22,2017-12-10
264,2011-11-15,2011-12-22,2018-08-28
264,2011-11-15,2011-12-22,2019-03-03
264,2011-11-15,2011-12-22,2019-10-19
264,2011-11-15,2011-12-22,2020-06-01
264,2011-11-15,2011-12-22,2020-12-25
264,2011-11-15,2011-12-22,2021-06-26
264,2011-11-15,2011-12-22,2021-12-23
264,2011-11-15,2011-12-22,2022-06-08
264,2011-11-15,2011-12-22,2022-10-15
264,2011-11-15,2011-12-22,2023-03-15
264,2011-11-15,2011-12-22,2023-07-28
264,2011-11-15,2011-12-22,2023-11-28
265,2011-10-26,2012-02-29,2013-04-14
265,2011-10-26,2012-02-29,2014-02-11
265,2011-10-26,2012-02-29,2015-01-14
265,2011-10-26,2012-02-29,2016-01-01
265,2011-10-26,2012-02-29,2016-09-02
265,2011-10-26,2012-02-29,2017-06-05
265,2011-10-26,2012-02-29,2018-02-22
265,2011-10-26,2012-02-29,2018-09-24
265,2011-10-26,2012-02-29,2019-05-24
265,2011-10-26,2012-02-29,2020-01-23
265,2011-10-26,2012-02-29,2020-09-17
265,2011-10-26,2012-02-29,2021-03-25
265,2011-10-26,2012-02-29,2021-11-09
265,2011-10-26,2012-02-29,2022-03-24
265,2011-10-26,2012-02-29,2022-09-09
265,2011-10-26,2012-02-29,2023-01-19
265,2011-10-26,2012-02-29,2023-06-16
265,2011-10-26,2012-02-29,2023-10-25
266,2015-06-22,2015-11-08,2016-11-02
266,2015-06-22,2015-11-08,2017-09-14
266,2015-06-22,2015-11-08,2018-07-14
266,2015-06-22,2015-11-08,2019-07-20
266,2015-06-22,2015-11-08,2020-05-18
266,2015-06-22,2015-11-08,2020-12-31
266,2015-06-22,2015-11-08,2021-10-03
266,2015-06-22,2015-11-08,2022-06-02
266,2015-06-22,2015-11-08,2023-01-21
266,2015-06-22,2015-11-08,2023-09-17
267,2020-09-03,2020-12-12,2021-11-10
267,2020-09-03,2020-12-12,2022-10-21
267,2020-09-03,2020-12-12,2023-08-26
268,2019-06-08,2019-08-24,2020-08-14
268,2019-06-08,2019-08-24,2021-07-26
268,2019-06-08,2019-08-24,2022-06-08
268,2019-06-08,2019-08-24,2023-04-09
269,2020-04-01,2020-04-04,2021-06-30
269,2020-04-01,2020-04-04,2022-06-18
269,2020-04-01,2020-04-04,2023-05-01
270,2014-06-20,2014-11-28,2015-10-31
270,2014-06-20,2014-11-28,2016-10-07
270,2014-06-20,2014-11-28,2017-08-07
270,2014-06-20,2014-11-28,2018-05-26
270,2014-06-20,2014-11-28,2019-05-02
270,2014-06-20,2014-11-28,2020-02-03
270,2014-06-20,2014-11-28,2020-10-24
270,2014-06-20,2014-11-28,2021-06-11
270,2014-06-20,2014-11-28,2022-02-27
270,2014-06-20,2014-11-28,2022-09-30
270,2014-06-20,2014-11-28,2023-04-15
270,2014-06-20,2014-11-28,2023-09-28
271,2014-02-04,2014-06-18,2015-05-28
271,2014-02-04,2014-06-18,2016-07-05
271,2014-02-04,2014-06-18,2017-07-23
271,2014-02-04,2014-06-18,2018-04-14
271,2014-02-04,2014-06-18,2018-12-26
271,2014-02-04,2014-06-18,2019-09-18
271,2014-02-04,2014-06-18,2020-05-13
271,2014-02-04,2014-06-18,2021-01-20
271,2014-02-04,2014-06-18,2021-09-02
271,2014-02-04,2014-06-18,2022-04-17
271,2014-02-04,2014-06-18,2022-12-02
271,2014-02-04,2014-06-18,2023-05-26
271,2014-02-04,2014-06-18,2023-12-16
272,2019-01-18,2019-07-15,2020-09-30
272,2019-01-18,2019-07-15,2021-10-30
272,2019-01-18,2019-07-15,2022-09-10
272,2019-01-18,2019-07-15,2023-06-09
273,2020-04-21,2020-05-01,2021-06-01
273,2020-04-21,2020-05-01,2022-05-09
273,2020-04-21,2020-05-01,2023-04-28
274,2013-02-10,2013-02-15,2014-01-17
274,2013-02-10,2013-02-15,2014-11-16
274,2013-02-10,2013-02-15,2015-10-18
274,2013-02-10,2013-02-15,2016-09-29
274,2013-02-10,2013-02-15,2017-06-21
274,2013-02-10,2013-02-15,2018-03-27
274,2013-02-10,2013-02-15,2019-01-19
274,2013-02-10,2013-02-15,2019-08-13
274,2013-02-10,2013-02-15,2020-04-09
274,2013-02-10,2013-02-15,2020-11-05
274,2013-02-10,2013-02-15,2021-06-06
274,2013-02-10,2013-02-15,2022-01-05
274,2013-02-10,2013-02-15,2022-07-15
274,2013-02-10,2013-02-15,2022-12-20
274,2013-02-10,2013-02-15,2023-05-28
274,2013-02-10,2013-02-15,2023-11-26
275,2015-01-28,2015-06-28,2016-07-27
275,2015-01-28,2015-06-28,2017-07-13
275,2015-01-28,2015-06-28,2018-06-28
275,2015-01-28,2015-06-28,2019-04-16
275,2015-01-28,2015-06-28,2020-01-07
275,2015-01-28,2015-06-28,2020-10-28
275,2015-01-28,2015-06-28,2021-08-11
275,2015-01-28,2015-06-28,2022-03-19
275,2015-01-28,2015-06-28,2022-10-22
275,2015-01-28,2015-06-28,2023-05-25
276,2014-03-01,2014-07-17,2015-08-06
276,2014-03-01,2014-07-17,2016-05-30
276,2014-03-01,2014-07-17,2017-04-19
276,2014-03-01,2014-07-17,2018-02-15
276,2014-03-01,2014-07-17,2018-10-31
276,2014-03-01,2014-07-17,2019-08-03
276,2014-03-01,2014-07-17,2020-04-15
276,2014-03-01,2014-07-17,2020-12-12
276,2014-03-01,2014-07-17,2021-07-27
276,2014-03-01,2014-07-17,2022-04-10
276,2014-03-01,2014-07-17,2022-10-29
276,2014-03-01,2014-07-17,2023-05-17
276,2014-03-01,2014-07-17,2023-11-20
277,2016-10-25,2017-04-15,2018-04-17
277,2016-10-25,2017-04-15,2019-03-30
277,2016-10-25,2017-04-15,2020-02-21
277,2016-10-25,2017-04-15,2020-11-28
277,2016-10-25,2017-04-15,2021-09-10
277,2016-10-25,2017-04-15,2022-07-04
277,2016-10-25,2017-04-15,2023-03-16
277,2016-10-25,2017-04-15,2023-11-21
278,2011-07-18,2011-11-25,2012-12-09
278,2011-07-18,2011-11-25,2013-12-07
278,2011-07-18,2011-11-25,2014-10-21
278,2011-07-18,2011-11-25,2015-07-26
278,2011-07-18,2011-11-25,2016-04-07
278,2011-07-18,2011-11-25,2017-02-06
278,2011-07-18,2011-11-25,2017-11-14
278,2011-07-18,2011-11-25,2018-08-02
278,2011-07-18,2011-11-25,2019-04-09
278,2011-07-18,2011-11-25,2019-11-09
278,2011-07-18,2011-11-25,2020-05-20
