Device ID,Manufacture Date,Installation Date,Fault Date,Fault Age,Next Fault Date,Fault Interval Days
260,2020-04-06,2020-07-05,2023-01-14,923,2023-12-24,344.0
261,2019-01-10,2019-06-01,2020-06-30,395,2021-05-03,307.0
261,2019-01-10,2019-06-01,2021-05-03,702,2022-03-20,321.0
261,2019-01-10,2019-06-01,2022-03-20,1023,2023-02-15,332.0
261,2019-01-10,2019-06-01,2023-02-15,1355,2023-10-29,256.0
262,2020-08-26,2020-10-29,2021-12-12,409,2022-12-05,358.0
262,2020-08-26,2020-10-29,2022-12-05,767,2023-09-30,299.0
263,2013-06-11,2013-07-19,2014-08-12,389,2015-05-18,279.0
263,2013-06-11,2013-07-19,2015-05-18,668,2016-05-08,356.0
263,2013-06-11,2013-07-19,2016-05-08,1024,2017-02-23,291.0
263,2013-06-11,2013-07-19,2017-02-23,1315,2017-12-18,298.0
263,2013-06-11,2013-07-19,2017-12-18,1613,2018-10-18,304.0
263,2013-06-11,2013-07-19,2018-10-18,1917,2019-06-20,245.0
263,2013-06-11,2013-07-19,2019-06-20,2162,2020-01-12,206.0
263,2013-06-11,2013-07-19,2020-01-12,2368,2020-10-08,270.0
263,2013-06-11,2013-07-19,2020-10-08,2638,2021-06-11,246.0
263,2013-06-11,2013-07-19,2021-06-11,2884,2022-01-02,205.0
263,2013-06-11,2013-07-19,2022-01-02,3089,2022-08-02,212.0
263,2013-06-11,2013-07-19,2022-08-02,3301,2023-01-26,177.0
263,2013-06-11,2013-07-19,2023-01-26,3478,2023-07-21,176.0
263,2013-06-11,2013-07-19,2023-07-21,3654,2023-12-30,162.0
264,2011-11-15,2011-12-22,2013-01-03,378,2013-11-01,302.0
264,2011-11-15,2011-12-22,2013-11-01,680,2014-09-16,319.0
264,2011-11-15,2011-12-22,2014-09-16,999,2015-08-02,320.0
264,2011-11-15,2011-12-22,2015-08-02,1319,2016-07-13,346.0
264,2011-11-15,2011-12-22,2016-07-13,1665,2017-03-11,241.0
264,2011-11-15,2011-12-22,2017-03-11,1906,2017-12-10,274.0
264,2011-11-15,2011-12-22,2017-12-10,2180,2018-08-28,261.0
264,2011-11-15,2011-12-22,2018-08-28,2441,2019-03-03,187.0
264,2011-11-15,2011-12-22,2019-03-03,2628,2019-10-19,230.0
264,2011-11-15,2011-12-22,2019-10-19,2858,2020-06-01,226.0
264,2011-11-15,2011-12-22,2020-06-01,3084,2020-12-25,207.0
264,2011-11-15,2011-12-22,2020-12-25,3291,2021-06-26,183.0
264,2011-11-15,2011-12-22,2021-06-26,3474,2021-12-23,180.0
264,2011-11-15,2011-12-22,2021-12-23,3654,2022-06-08,167.0
264,2011-11-15,2011-12-22,2022-06-08,3821,2022-10-15,129.0
264,2011-11-15,2011-12-22,2022-10-15,3950,2023-03-15,151.0
264,2011-11-15,2011-12-22,2023-03-15,4101,2023-07-28,135.0
264,2011-11-15,2011-12-22,2023-07-28,4236,2023-11-28,123.0
265,2011-10-26,2012-02-29,2013-04-14,410,2014-02-11,303.0
265,2011-10-26,2012-02-29,2014-02-11,713,2015-01-14,337.0
265,2011-10-26,2012-02-29,2015-01-14,1050,2016-01-01,352.0
265,2011-10-26,2012-02-29,2016-01-01,1402,2016-09-02,245.0
265,2011-10-26,2012-02-29,2016-09-02,1647,2017-06-05,276.0
265,2011-10-26,2012-02-29,2017-06-05,1923,2018-02-22,262.0
265,2011-10-26,2012-02-29,2018-02-22,2185,2018-09-24,214.0
265,2011-10-26,2012-02-29,2018-09-24,2399,2019-05-24,242.0
265,2011-10-26,2012-02-29,2019-05-24,2641,2020-01-23,244.0
265,2011-10-26,2012-02-29,2020-01-23,2885,2020-09-17,238.0
265,2011-10-26,2012-02-29,2020-09-17,3123,2021-03-25,189.0
265,2011-10-26,2012-02-29,2021-03-25,3312,2021-11-09,229.0
265,2011-10-26,2012-02-29,2021-11-09,3541,2022-03-24,135.0
265,2011-10-26,2012-02-29,2022-03-24,3676,2022-09-09,169.0
265,2011-10-26,2012-02-29,2022-09-09,3845,2023-01-19,132.0
265,2011-10-26,2012-02-29,2023-01-19,3977,2023-06-16,148.0
265,2011-10-26,2012-02-29,2023-06-16,4125,2023-10-25,131.0
266,2015-06-22,2015-11-08,2016-11-02,360,2017-09-14,316.0
266,2015-06-22,2015-11-08,2017-09-14,676,2018-07-14,303.0
266,2015-06-22,2015-11-08,2018-07-14,979,2019-07-20,371.0
266,2015-06-22,2015-11-08,2019-07-20,1350,2020-05-18,303.0
266,2015-06-22,2015-11-08,2020-05-18,1653,2020-12-31,227.0
266,2015-06-22,2015-11-08,2020-12-31,1880,2021-10-03,276.0
266,2015-06-22,2015-11-08,2021-10-03,2156,2022-06-02,242.0
266,2015-06-22,2015-11-08,2022-06-02,2398,2023-01-21,233.0
266,2015-06-22,2015-11-08,2023-01-21,2631,2023-09-17,239.0
267,2020-09-03,2020-12-12,2021-11-10,333,2022-10-21,345.0
267,2020-09-03,2020-12-12,2022-10-21,678,2023-08-26,309.0
268,2019-06-08,2019-08-24,2020-08-14,356,2021-07-26,346.0
268,2019-06-08,2019-08-24,2021-07-26,702,2022-06-08,317.0
268,2019-06-08,2019-08-24,2022-06-08,1019,2023-04-09,305.0
269,2020-04-01,2020-04-04,2021-06-30,452,2022-06-18,353.0
269,2020-04-01,2020-04-04,2022-06-18,805,2023-05-01,317.0
270,2014-06-20,2014-11-28,2015-10-31,337,2016-10-07,342.0
270,2014-06-20,2014-11-28,2016-10-07,679,2017-08-07,304.0
270,2014-06-20,2014-11-28,2017-08-07,983,2018-05-26,292.0
270,2014-06-20,2014-11-28,2018-05-26,1275,2019-05-02,341.0
270,2014-06-20,2014-11-28,2019-05-02,1616,2020-02-03,277.0
270,2014-06-20,2014-11-28,2020-02-03,1893,2020-10-24,264.0
270,2014-06-20,2014-11-28,2020-10-24,2157,2021-06-11,230.0
270,2014-06-20,2014-11-28,2021-06-11,2387,2022-02-27,261.0
270,2014-06-20,2014-11-28,2022-02-27,2648,2022-09-30,215.0
270,2014-06-20,2014-11-28,2022-09-30,2863,2023-04-15,197.0
270,2014-06-20,2014-11-28,2023-04-15,3060,2023-09-28,166.0
271,2014-02-04,2014-06-18,2015-05-28,344,2016-07-05,404.0
271,2014-02-04,2014-06-18,2016-07-05,748,2017-07-23,383.0
271,2014-02-04,2014-06-18,2017-07-23,1131,2018-04-14,265.0
271,2014-02-04,2014-06-18,2018-04-14,1396,2018-12-26,256.0
271,2014-02-04,2014-06-18,2018-12-26,1652,2019-09-18,266.0
271,2014-02-04,2014-06-18,2019-09-18,1918,2020-05-13,238.0
271,2014-02-04,2014-06-18,2020-05-13,2156,2021-01-20,252.0
271,2014-02-04,2014-06-18,2021-01-20,2408,2021-09-02,225.0
271,2014-02-04,2014-06-18,2021-09-02,2633,2022-04-17,227.0
271,2014-02-04,2014-06-18,2022-04-17,2860,2022-12-02,229.0
271,2014-02-04,2014-06-18,2022-12-02,3089,2023-05-26,175.0
271,2014-02-04,2014-06-18,2023-05-26,3264,2023-12-16,204.0
272,2019-01-18,2019-07-15,2020-09-30,443,2021-10-30,395.0
272,2019-01-18,2019-07-15,2021-10-30,838,2022-09-10,315.0
272,2019-01-18,2019-07-15,2022-09-10,1153,2023-06-09,272.0
273,2020-04-21,2020-05-01,2021-06-01,396,2022-05-09,342.0
273,2020-04-21,2020-05-01,2022-05-09,738,2023-04-28,354.0
274,2013-02-10,2013-02-15,2014-01-17,336,2014-11-16,303.0
274,2013-02-10,2013-02-15,2014-11-16,639,2015-10-18,336.0
274,2013-02-10,2013-02-15,2015-10-18,975,2016-09-29,347.0
274,2013-02-10,2013-02-15,2016-09-29,1322,2017-06-21,265.0
274,2013-02-10,2013-02-15,2017-06-21,1587,2018-03-27,279.0
274,2013-02-10,2013-02-15,2018-03-27,1866,2019-01-19,298.0
274,2013-02-10,2013-02-15,2019-01-19,2164,2019-08-13,206.0
274,2013-02-10,2013-02-15,2019-08-13,2370,2020-04-09,240.0
274,2013-02-10,2013-02-15,2020-04-09,2610,2020-11-05,210.0
274,2013-02-10,2013-02-15,2020-11-05,2820,2021-06-06,213.0
274,2013-02-10,2013-02-15,2021-06-06,3033,2022-01-05,213.0
274,2013-02-10,2013-02-15,2022-01-05,3246,2022-07-15,191.0
274,2013-02-10,2013-02-15,2022-07-15,3437,2022-12-20,158.0
274,2013-02-10,2013-02-15,2022-12-20,3595,2023-05-28,159.0
274,2013-02-10,2013-02-15,2023-05-28,3754,2023-11-26,182.0
275,2015-01-28,2015-06-28,2016-07-27,395,2017-07-13,351.0
275,2015-01-28,2015-06-28,2017-07-13,746,2018-06-28,350.0
275,2015-01-28,2015-06-28,2018-06-28,1096,2019-04-16,292.0
275,2015-01-28,2015-06-28,2019-04-16,1388,2020-01-07,266.0
275,2015-01-28,2015-06-28,2020-01-07,1654,2020-10-28,295.0
275,2015-01-28,2015-06-28,2020-10-28,1949,2021-08-11,287.0
275,2015-01-28,2015-06-28,2021-08-11,2236,2022-03-19,220.0
275,2015-01-28,2015-06-28,2022-03-19,2456,2022-10-22,217.0
275,2015-01-28,2015-06-28,2022-10-22,2673,2023-05-25,215.0
276,2014-03-01,2014-07-17,2015-08-06,385,2016-05-30,298.0
276,2014-03-01,2014-07-17,2016-05-30,683,2017-04-19,324.0
276,2014-03-01,2014-07-17,2017-04-19,1007,2018-02-15,302.0
276,2014-03-01,2014-07-17,2018-02-15,1309,2018-10-31,258.0
276,2014-03-01,2014-07-17,2018-10-31,1567,2019-08-03,276.0
276,2014-03-01,2014-07-17,2019-08-03,1843,2020-04-15,256.0
276,2014-03-01,2014-07-17,2020-04-15,2099,2020-12-12,241.0
276,2014-03-01,2014-07-17,2020-12-12,2340,2021-07-27,227.0
276,2014-03-01,2014-07-17,2021-07-27,2567,2022-04-10,257.0
276,2014-03-01,2014-07-17,2022-04-10,2824,2022-10-29,202.0
276,2014-03-01,2014-07-17,2022-10-29,3026,2023-05-17,200.0
276,2014-03-01,2014-07-17,2023-05-17,3226,2023-11-20,187.0
277,2016-10-25,2017-04-15,2018-04-17,367,2019-03-30,347.0
277,2016-10-25,2017-04-15,2019-03-30,714,2020-02-21,328.0
277,2016-10-25,2017-04-15,2020-02-21,1042,2020-11-28,281.0
277,2016-10-25,2017-04-15,2020-11-28,1323,2021-09-10,286.0
277,2016-10-25,2017-04-15,2021-09-10,1609,2022-07-04,297.0
277,2016-10-25,2017-04-15,2022-07-04,1906,2023-03-16,255.0
277,2016-10-25,2017-04-15,2023-03-16,2161,2023-11-21,250.0
278,2011-07-18,2011-11-25,2012-12-09,380,2013-12-07,363.0
278,2011-07-18,2011-11-25,2013-12-07,743,2014-10-21,318.0
278,2011-07-18,2011-11-25,2014-10-21,1061,2015-07-26,278.0
278,2011-07-18,2011-11-25,2015-07-26,1339,2016-04-07,256.0
278,2011-07-18,2011-11-25,2016-04-07,1595,2017-02-06,305.0
278,2011-07-18,2011-11-25,2017-02-06,1900,2017-11-14,281.0
278,2011-07-18,2011-11-25,2017-11-14,2181,2018-08-02,261.0
278,2011-07-18,2011-11-25,2018-08-02,2442,2019-04-09,250.0
278,2011-07-18,2011-11-25,2019-04-09,2692,2019-11-09,214.0
278,2011-07-18,2011-11-25,2019-11-09,2906,2020-05-20,193.0
278,2011-07-18,2011-11-25,2020-05-20,3099,2020-11-12,176.0
278,2011-07-18,2011-11-25,2020-11-12,3275,2021-04-26,165.0
278,2011-07-18,2011-11-25,2021-04-26,3440,2021-11-10,198.0
278,2011-07-18,2011-11-25,2021-11-10,3638,2022-04-16,157.0
278,2011-07-18,2011-11-25,2022-04-16,3795,2022-10-06,173.0
278,2011-07-18,2011-11-25,2022-10-06,3968,2023-02-27,144.0
278,2011-07-18,2011-11-25,2023-02-27,4112,2023-07-07,130.0
278,2011-07-18,2011-11-25,2023-07-07,4242,2023-11-02,118.0
279,2013-07-15,2013-07-28,2014-09-17,416,2015-07-19,305.0
279,2013-07-15,2013-07-28,2015-07-19,721,2016-08-16,394.0
279,2013-07-15,2013-07-28,2016-08-16,1115,2017-05-21,278.0
279,2013-07-15,2013-07-28,2017-05-21,1393,2018-03-27,310.0
279,2013-07-15,2013-07-28,2018-03-27,1703,2018-12-19,267.0
279,2013-07-15,2013-07-28,2018-12-19,1970,2019-08-24,248.0
279,2013-07-15,2013-07-28,2019-08-24,2218,2020-03-23,212.0
279,2013-07-15,2013-07-28,2020-03-23,2430,2020-11-07,229.0
279,2013-07-15,2013-07-28,2020-11-07,2659,2021-05-19,193.0
279,2013-07-15,2013-07-28,2021-05-19,2852,2021-11-08,173.0
279,2013-07-15,2013-07-28,2021-11-08,3025,2022-05-28,201.0
279,2013-07-15,2013-07-28,2022-05-28,3226,2022-11-20,176.0
279,2013-07-15,2013-07-28,2022-11-20,3402,2023-06-16,208.0
279,2013-07-15,2013-07-28,2023-06-16,3610,2023-12-17,184.0
280,2019-10-22,2020-04-07,2021-03-13,340,2022-02-27,351.0
280,2019-10-22,2020-04-07,2022-02-27,691,2022-10-26,241.0
280,2019-10-22,2020-04-07,2022-10-26,932,2023-08-27,305.0
281,2020-08-14,2020-12-22,2021-12-27,370,2022-12-05,343.0
281,2020-08-14,2020-12-22,2022-12-05,713,2023-10-29,328.0
282,2019-06-20,2019-09-12,2020-09-20,374,2021-09-16,361.0
282,2019-06-20,2019-09-12,2021-09-16,735,2022-09-19,368.0
282,2019-06-20,2019-09-12,2022-09-19,1103,2023-07-31,315.0
283,2019-06-21,2019-08-25,2020-10-03,405,2021-06-22,262.0
283,2019-06-21,2019-08-25,2021-06-22,667,2022-04-29,311.0
283,2019-06-21,2019-08-25,2022-04-29,978,2023-02-10,287.0
283,2019-06-21,2019-08-25,2023-02-10,1265,2023-12-01,294.0
284,2018-09-20,2018-11-22,2020-01-09,413,2020-12-07,333.0
284,2018-09-20,2018-11-22,2020-12-07,746,2021-11-06,334.0
284,2018-09-20,2018-11-22,2021-11-06,1080,2022-09-14,312.0
284,2018-09-20,2018-11-22,2022-09-14,1392,2023-08-05,325.0
285,2014-06-25,2014-10-04,2015-10-08,369,2016-10-26,384.0
285,2014-06-25,2014-10-04,2016-10-26,753,2017-09-11,320.0
285,2014-06-25,2014-10-04,2017-09-11,1073,2018-06-15,277.0
285,2014-06-25,2014-10-04,2018-06-15,1350,2019-03-15,273.0
285,2014-06-25,2014-10-04,2019-03-15,1623,2019-12-05,265.0
285,2014-06-25,2014-10-04,2019-12-05,1888,2020-08-03,242.0
285,2014-06-25,2014-10-04,2020-08-03,2130,2021-04-04,244.0
285,2014-06-25,2014-10-04,2021-04-04,2374,2021-12-30,270.0
285,2014-06-25,2014-10-04,2021-12-30,2644,2022-07-25,207.0
285,2014-06-25,2014-10-04,2022-07-25,2851,2023-02-08,198.0
285,2014-06-25,2014-10-04,2023-02-08,3049,2023-09-03,207.0
286,2020-02-14,2020-04-27,2021-03-09,316,2022-02-17,345.0
286,2020-02-14,2020-04-27,2022-02-17,661,2023-01-08,325.0
286,2020-02-14,2020-04-27,2023-01-08,986,2023-12-15,341.0
287,2018-03-19,2018-04-05,2019-05-10,400,2020-04-13,339.0
287,2018-03-19,2018-04-05,2020-04-13,739,2021-01-26,288.0
287,2018-03-19,2018-04-05,2021-01-26,1027,2021-10-21,268.0
287,2018-03-19,2018-04-05,2021-10-21,1295,2022-10-06,350.0
287,2018-03-19,2018-04-05,2022-10-06,1645,2023-07-03,270.0
288,2018-08-19,2018-08-28,2019-06-26,302,2020-09-08,440.0
288,2018-08-19,2018-08-28,2020-09-08,742,2021-08-27,353.0
288,2018-08-19,2018-08-28,2021-08-27,1095,2022-06-20,297.0
288,2018-08-19,2018-08-28,2022-06-20,1392,2023-03-26,279.0
289,2011-11-30,2012-04-21,2013-05-15,389,2014-04-29,349.0
289,2011-11-30,2012-04-21,2014-04-29,738,2015-03-19,324.0
289,2011-11-30,2012-04-21,2015-03-19,1062,2016-02-06,324.0
289,2011-11-30,2012-04-21,2016-02-06,1386,2016-10-01,238.0
289,2011-11-30,2012-04-21,2016-10-01,1624,2017-06-23,265.0
289,2011-11-30,2012-04-21,2017-06-23,1889,2018-01-27,218.0
289,2011-11-30,2012-04-21,2018-01-27,2107,2018-10-18,264.0
289,2011-11-30,2012-04-21,2018-10-18,2371,2019-05-25,219.0
289,2011-11-30,2012-04-21,2019-05-25,2590,2019-11-29,188.0
289,2011-11-30,2012-04-21,2019-11-29,2778,2020-06-11,195.0
289,2011-11-30,2012-04-21,2020-06-11,2973,2021-01-02,205.0
289,2011-11-30,2012-04-21,2021-01-02,3178,2021-07-08,187.0
289,2011-11-30,2012-04-21,2021-07-08,3365,2021-12-14,159.0
289,2011-11-30,2012-04-21,2021-12-14,3524,2022-05-05,142.0
289,2011-11-30,2012-04-21,2022-05-05,3666,2022-10-17,165.0
289,2011-11-30,2012-04-21,2022-10-17,3831,2023-03-12,146.0
289,2011-11-30,2012-04-21,2023-03-12,3977,2023-08-02,143.0
289,2011-11-30,2012-04-21,2023-08-02,4120,2023-12-17,137.0
290,2015-12-01,2016-05-01,2017-05-31,395,2018-05-14,348.0
290,2015-12-01,2016-05-01,2018-05-14,743,2019-03-23,313.0
290,2015-12-01,2016-05-01,2019-03-23,1056,2020-01-24,307.0
290,2015-12-01,2016-05-01,2020-01-24,1363,2020-10-30,280.0
290,2015-12-01,2016-05-01,2020-10-30,1643,2021-06-16,229.0
290,2015-12-01,2016-05-01,2021-06-16,1872,2022-04-03,291.0
290,2015-12-01,2016-05-01,2022-04-03,2163,2022-12-27,268.0
290,2015-12-01,2016-05-01,2022-12-27,2431,2023-09-30,277.0
291,2010-01-02,2010-02-09,2010-12-28,322,2011-11-28,335.0
291,2010-01-02,2010-02-09,2011-11-28,657,2013-01-12,411.0
291,2010-01-02,2010-02-09,2013-01-12,1068,2013-11-13,305.0
291,2010-01-02,2010-02-09,2013-11-13,1373,2014-09-05,296.0
291,2010-01-02,2010-02-09,2014-09-05,1669,2015-04-24,231.0
291,2010-01-02,2010-02-09,2015-04-24,1900,2016-01-13,264.0
291,2010-01-02,2010-02-09,2016-01-13,2164,2016-11-02,294.0
291,2010-01-02,2010-02-09,2016-11-02,2458,2017-07-20,260.0
291,2010-01-02,2010-02-09,2017-07-20,2718,2018-02-07,202.0
291,2010-01-02,2010-02-09,2018-02-07,2920,2018-08-22,196.0
291,2010-01-02,2010-02-09,2018-08-22,3116,2019-02-10,172.0
291,2010-01-02,2010-02-09,2019-02-10,3288,2019-07-29,169.0
291,2010-01-02,2010-02-09,2019-07-29,3457,2019-12-18,142.0
291,2010-01-02,2010-02-09,2019-12-18,3599,2020-06-01,166.0
291,2010-01-02,2010-02-09,2020-06-01,3765,2020-11-30,182.0
291,2010-01-02,2010-02-09,2020-11-30,3947,2021-05-03,154.0
291,2010-01-02,2010-02-09,2021-05-03,4101,2021-10-09,159.0
291,2010-01-02,2010-02-09,2021-10-09,4260,2022-03-03,145.0
291,2010-01-02,2010-02-09,2022-03-03,4405,2022-06-28,117.0
292,2011-10-04,2012-03-15,2013-02-15,337,2014-01-02,321.0
292,2011-10-04,2012-03-15,2014-01-02,658,2014-10-01,272.0
292,2011-10-04,2012-03-15,2014-10-01,930,2015-08-12,315.0
292,2011-10-04,2012-03-15,2015-08-12,1245,2016-03-09,210.0
292,2011-10-04,2012-03-15,2016-03-09,1455,2017-01-05,302.0
292,2011-10-04,2012-03-15,2017-01-05,1757,2017-10-02,270.0
292,2011-10-04,2012-03-15,2017-10-02,2027,2018-06-24,265.0
292,2011-10-04,2012-03-15,2018-06-24,2292,2019-03-15,264.0
292,2011-10-04,2012-03-15,2019-03-15,2556,2019-10-30,229.0
292,2011-10-04,2012-03-15,2019-10-30,2785,2020-07-03,247.0
292,2011-10-04,2012-03-15,2020-07-03,3032,2021-01-30,211.0
292,2011-10-04,2012-03-15,2021-01-30,3243,2021-07-22,173.0
292,2011-10-04,2012-03-15,2021-07-22,3416,2022-01-11,173.0
292,2011-10-04,2012-03-15,2022-01-11,3589,2022-05-21,130.0
292,2011-10-04,2012-03-15,2022-05-21,3719,2022-10-14,146.0
292,2011-10-04,2012-03-15,2022-10-14,3865,2023-03-10,147.0
292,2011-10-04,2012-03-15,2023-03-10,4012,2023-08-10,153.0
292,2011-10-04,2012-03-15,2023-08-10,4165,2023-12-14,126.0
293,2016-03-17,2016-06-19,2017-04-11,296,2018-03-04,327.0
293,2016-03-17,2016-06-19,2018-03-04,623,2019-04-03,395.0
293,2016-03-17,2016-06-19,2019-04-03,1018,2020-02-14,317.0
293,2016-03-17,2016-06-19,2020-02-14,1335,2020-12-29,319.0
293,2016-03-17,2016-06-19,2020-12-29,1654,2021-09-04,249.0
293,2016-03-17,2016-06-19,2021-09-04,1903,2022-04-11,219.0
293,2016-03-17,2016-06-19,2022-04-11,2122,2022-11-15,218.0
293,2016-03-17,2016-06-19,2022-11-15,2340,2023-07-07,234.0
294,2014-05-09,2014-08-12,2015-07-06,328,2016-05-27,326.0
294,2014-05-09,2014-08-12,2016-05-27,654,2017-03-08,285.0
294,2014-05-09,2014-08-12,2017-03-08,939,2017-11-09,246.0
294,2014-05-09,2014-08-12,2017-11-09,1185,2018-09-13,308.0
294,2014-05-09,2014-08-12,2018-09-13,1493,2019-06-24,284.0
294,2014-05-09,2014-08-12,2019-06-24,1777,2020-04-07,288.0
294,2014-05-09,2014-08-12,2020-04-07,2065,2020-11-16,223.0
294,2014-05-09,2014-08-12,2020-11-16,2288,2021-07-31,257.0
294,2014-05-09,2014-08-12,2021-07-31,2545,2022-04-17,260.0
294,2014-05-09,2014-08-12,2022-04-17,2805,2022-11-19,216.0
294,2014-05-09,2014-08-12,2022-11-19,3021,2023-05-25,187.0
294,2014-05-09,2014-08-12,2023-05-25,3208,2023-12-03,192.0
295,2012-05-04,2012-06-22,2013-05-22,334,2014-05-27,370.0
295,2012-05-04,2012-06-22,2014-05-27,704,2015-04-13,321.0
295,2012-05-04,2012-06-22,2015-04-13,1025,2016-03-24,346.0
295,2012-05-04,2012-06-22,2016-03-24,1371,2016-12-26,277.0
295,2012-05-04,2012-06-22,2016-12-26,1648,2017-09-17,265.0
295,2012-05-04,2012-06-22,2017-09-17,1913,2018-05-20,245.0
295,2012-05-04,2012-06-22,2018-05-20,2158,2018-12-25,219.0
295,2012-05-04,2012-06-22,2018-12-25,2377,2019-09-04,253.0
295,2012-05-04,2012-06-22,2019-09-04,2630,2020-05-30,269.0
295,2012-05-04,2012-06-22,2020-05-30,2899,2020-12-14,198.0
295,2012-05-04,2012-06-22,2020-12-14,3097,2021-06-14,182.0
295,2012-05-04,2012-06-22,2021-06-14,3279,2021-12-02,171.0
295,2012-05-04,2012-06-22,2021-12-02,3450,2022-05-15,164.0
295,2012-05-04,2012-06-22,2022-05-15,3614,2022-11-25,194.0
295,2012-05-04,2012-06-22,2022-11-25,3808,2023-04-19,145.0
295,2012-05-04,2012-06-22,2023-04-19,3953,2023-09-05,139.0
296,2014-10-26,2015-01-03,2016-01-13,375,2016-12-20,342.0
296,2014-10-26,2015-01-03,2016-12-20,717,2017-10-04,288.0
296,2014-10-26,2015-01-03,2017-10-04,1005,2018-07-13,282.0
296,2014-10-26,2015-01-03,2018-07-13,1287,2019-06-17,339.0
296,2014-10-26,2015-01-03,2019-06-17,1626,2020-03-19,276.0
296,2014-10-26,2015-01-03,2020-03-19,1902,2020-12-07,263.0
296,2014-10-26,2015-01-03,2020-12-07,2165,2021-08-13,249.0
296,2014-10-26,2015-01-03,2021-08-13,2414,2022-05-05,265.0
296,2014-10-26,2015-01-03,2022-05-05,2679,2022-11-16,195.0
296,2014-10-26,2015-01-03,2022-11-16,2874,2023-06-03,199.0
296,2014-10-26,2015-01-03,2023-06-03,3073,2023-12-13,193.0
297,2019-01-10,2019-03-13,2020-02-07,331,2021-02-24,383.0
297,2019-01-10,2019-03-13,2021-02-24,714,2022-02-09,350.0
297,2019-01-10,2019-03-13,2022-02-09,1064,2023-01-10,335.0
297,2019-01-10,2019-03-13,2023-01-10,1399,2023-10-08,271.0
298,2016-08-29,2017-02-23,2017-12-19,299,2019-01-04,381.0
298,2016-08-29,2017-02-23,2019-01-04,680,2020-01-02,363.0
298,2016-08-29,2017-02-23,2020-01-02,1043,2020-12-08,341.0
298,2016-08-29,2017-02-23,2020-12-08,1384,2021-11-08,335.0
298,2016-08-29,2017-02-23,2021-11-08,1719,2022-08-17,282.0
298,2016-08-29,2017-02-23,2022-08-17,2001,2023-06-08,295.0
299,2019-07-07,2019-09-23,2020-07-19,300,2021-08-01,378.0
299,2019-07-07,2019-09-23,2021-08-01,678,2022-04-26,268.0
299,2019-07-07,2019-09-23,2022-04-26,946,2023-03-10,318.0
300,2014-07-20,2014-11-14,2015-11-25,376,2017-01-20,422.0
300,2014-07-20,2014-11-14,2017-01-20,798,2017-10-05,258.0
300,2014-07-20,2014-11-14,2017-10-05,1056,2018-08-05,304.0
300,2014-07-20,2014-11-14,2018-08-05,1360,2019-05-23,291.0
300,2014-07-20,2014-11-14,2019-05-23,1651,2020-01-15,237.0
300,2014-07-20,2014-11-14,2020-01-15,1888,2020-09-02,231.0
300,2014-07-20,2014-11-14,2020-09-02,2119,2021-04-17,227.0
300,2014-07-20,2014-11-14,2021-04-17,2346,2021-11-13,210.0
300,2014-07-20,2014-11-14,2021-11-13,2556,2022-06-23,222.0
300,2014-07-20,2014-11-14,2022-06-23,2778,2023-01-09,200.0
300,2014-07-20,2014-11-14,2023-01-09,2978,2023-08-05,208.0
301,2013-02-27,2013-06-27,2014-07-18,386,2015-06-12,329.0
301,2013-02-27,2013-06-27,2015-06-12,715,2016-05-12,335.0
301,2013-02-27,2013-06-27,2016-05-12,1050,2017-04-16,339.0
301,2013-02-27,2013-06-27,2017-04-16,1389,2018-02-11,301.0
301,2013-02-27,2013-06-27,2018-02-11,1690,2018-12-31,323.0
301,2013-02-27,2013-06-27,2018-12-31,2013,2019-10-06,279.0
301,2013-02-27,2013-06-27,2019-10-06,2292,2020-07-12,280.0
301,2013-02-27,2013-06-27,2020-07-12,2572,2020-12-27,168.0
301,2013-02-27,2013-06-27,2020-12-27,2740,2021-08-01,217.0
301,2013-02-27,2013-06-27,2021-08-01,2957,2022-02-13,196.0
301,2013-02-27,2013-06-27,2022-02-13,3153,2022-08-21,189.0
301,2013-02-27,2013-06-27,2022-08-21,3342,2023-02-04,167.0
301,2013-02-27,2013-06-27,2023-02-04,3509,2023-08-02,179.0
301,2013-02-27,2013-06-27,2023-08-02,3688,2023-12-13,133.0
302,2012-12-12,2013-04-28,2014-03-30,336,2015-02-22,329.0
302,2012-12-12,2013-04-28,2015-02-22,665,2016-01-30,342.0
302,2012-12-12,2013-04-28,2016-01-30,1007,2016-12-07,312.0
302,2012-12-12,2013-04-28,2016-12-07,1319,2017-10-26,323.0
302,2012-12-12,2013-04-28,2017-10-26,1642,2018-07-01,248.0
302,2012-12-12,2013-04-28,2018-07-01,1890,2019-03-17,259.0
302,2012-12-12,2013-04-28,2019-03-17,2149,2019-12-11,269.0
302,2012-12-12,2013-04-28,2019-12-11,2418,2020-08-07,240.0
302,2012-12-12,2013-04-28,2020-08-07,2658,2021-03-23,228.0
302,2012-12-12,2013-04-28,2021-03-23,2886,2021-11-07,229.0
302,2012-12-12,2013-04-28,2021-11-07,3115,2022-05-12,186.0
302,2012-12-12,2013-04-28,2022-05-12,3301,2022-10-31,172.0
302,2012-12-12,2013-04-28,2022-10-31,3473,2023-05-03,184.0
302,2012-12-12,2013-04-28,2023-05-03,3657,2023-10-12,162.0
303,2014-09-04,2015-02-13,2016-02-26,378,2017-01-13,322.0
303,2014-09-04,2015-02-13,2017-01-13,700,2017-12-16,337.0
303,2014-09-04,2015-02-13,2017-12-16,1037,2018-09-22,280.0
