设备编号,出厂日期,安装日期,故障日期,事件,观测结束日期,持续时间
21,2017-11-11,2018-03-14,2020-02-20,1,2020-02-20,708
21,2017-11-11,2018-03-14,2020-03-15,1,2020-03-15,732
21,2017-11-11,2018-03-14,2020-07-21,1,2020-07-21,860
21,2017-11-11,2018-03-14,2020-09-23,1,2020-09-23,924
22,2010-11-14,2011-02-01,2011-02-08,1,2011-02-08,7
22,2010-11-14,2011-02-01,2011-03-18,1,2011-03-18,45
22,2010-11-14,2011-02-01,2011-11-25,1,2011-11-25,297
22,2010-11-14,2011-02-01,2012-02-20,1,2012-02-20,384
22,2010-11-14,2011-02-01,2012-07-17,1,2012-07-17,532
22,2010-11-14,2011-02-01,2013-05-17,1,2013-05-17,836
22,2010-11-14,2011-02-01,2013-11-30,1,2013-11-30,1033
22,2010-11-14,2011-02-01,2014-05-15,1,2014-05-15,1199
22,2010-11-14,2011-02-01,2014-12-07,1,2014-12-07,1405
22,2010-11-14,2011-02-01,2014-12-18,1,2014-12-18,1416
22,2010-11-14,2011-02-01,2015-01-05,1,2015-01-05,1434
22,2010-11-14,2011-02-01,2015-06-22,1,2015-06-22,1602
22,2010-11-14,2011-02-01,2015-09-12,1,2015-09-12,1684
22,2010-11-14,2011-02-01,2018-05-20,1,2018-05-20,2665
22,2010-11-14,2011-02-01,2019-03-25,1,2019-03-25,2974
22,2010-11-14,2011-02-01,2020-07-06,1,2020-07-06,3443
22,2010-11-14,2011-02-01,2020-08-10,1,2020-08-10,3478
23,2004-10-17,2005-01-19,2005-01-24,1,2005-01-24,5
23,2004-10-17,2005-01-19,2005-09-20,1,2005-09-20,244
23,2004-10-17,2005-01-19,2005-09-27,1,2005-09-27,251
23,2004-10-17,2005-01-19,2006-04-16,1,2006-04-16,452
23,2004-10-17,2005-01-19,2006-05-28,1,2006-05-28,494
23,2004-10-17,2005-01-19,2006-11-05,1,2006-11-05,655
23,2004-10-17,2005-01-19,2007-01-02,1,2007-01-02,713
23,2004-10-17,2005-01-19,2007-01-06,1,2007-01-06,717
23,2004-10-17,2005-01-19,2007-08-02,1,2007-08-02,925
23,2004-10-17,2005-01-19,2007-11-17,1,2007-11-17,1032
23,2004-10-17,2005-01-19,2008-07-05,1,2008-07-05,1263
23,2004-10-17,2005-01-19,2008-07-15,1,2008-07-15,1273
23,2004-10-17,2005-01-19,2008-11-27,1,2008-11-27,1408
23,2004-10-17,2005-01-19,2008-12-07,1,2008-12-07,1418
23,2004-10-17,2005-01-19,2009-01-03,1,2009-01-03,1445
23,2004-10-17,2005-01-19,2009-10-06,1,2009-10-06,1721
23,2004-10-17,2005-01-19,2009-11-21,1,2009-11-21,1767
23,2004-10-17,2005-01-19,2009-12-08,1,2009-12-08,1784
23,2004-10-17,2005-01-19,2010-01-04,1,2010-01-04,1811
23,2004-10-17,2005-01-19,2010-01-31,1,2010-01-31,1838
23,2004-10-17,2005-01-19,2010-12-31,1,2010-12-31,2172
23,2004-10-17,2005-01-19,2011-06-09,1,2011-06-09,2332
23,2004-10-17,2005-01-19,2012-03-17,1,2012-03-17,2614
23,2004-10-17,2005-01-19,2012-05-09,1,2012-05-09,2667
23,2004-10-17,2005-01-19,2012-11-02,1,2012-11-02,2844
23,2004-10-17,2005-01-19,2013-12-19,1,2013-12-19,3256
23,2004-10-17,2005-01-19,2014-05-05,1,2014-05-05,3393
23,2004-10-17,2005-01-19,2015-05-08,1,2015-05-08,3761
23,2004-10-17,2005-01-19,2015-06-21,1,2015-06-21,3805
23,2004-10-17,2005-01-19,2017-02-23,1,2017-02-23,4418
23,2004-10-17,2005-01-19,2017-03-09,1,2017-03-09,4432
23,2004-10-17,2005-01-19,2017-11-21,1,2017-11-21,4689
23,2004-10-17,2005-01-19,2017-12-31,1,2017-12-31,4729
23,2004-10-17,2005-01-19,2018-01-22,1,2018-01-22,4751
23,2004-10-17,2005-01-19,2018-06-18,1,2018-06-18,4898
23,2004-10-17,2005-01-19,2018-08-25,1,2018-08-25,4966
23,2004-10-17,2005-01-19,2018-10-09,1,2018-10-09,5011
23,2004-10-17,2005-01-19,2019-01-21,1,2019-01-21,5115
24,2007-07-23,2007-11-28,2008-05-26,1,2008-05-26,180
24,2007-07-23,2007-11-28,2008-07-23,1,2008-07-23,238
24,2007-07-23,2007-11-28,2010-08-29,1,2010-08-29,1005
24,2007-07-23,2007-11-28,2010-10-26,1,2010-10-26,1063
24,2007-07-23,2007-11-28,2011-06-11,1,2011-06-11,1291
24,2007-07-23,2007-11-28,2011-08-05,1,2011-08-05,1346
24,2007-07-23,2007-11-28,2012-04-28,1,2012-04-28,1613
24,2007-07-23,2007-11-28,2012-10-30,1,2012-10-30,1798
24,2007-07-23,2007-11-28,2013-04-01,1,2013-04-01,1951
24,2007-07-23,2007-11-28,2013-07-20,1,2013-07-20,2061
24,2007-07-23,2007-11-28,2013-09-08,1,2013-09-08,2111
24,2007-07-23,2007-11-28,2014-02-24,1,2014-02-24,2280
24,2007-07-23,2007-11-28,2015-03-04,1,2015-03-04,2653
24,2007-07-23,2007-11-28,2015-03-09,1,2015-03-09,2658
24,2007-07-23,2007-11-28,2015-11-01,1,2015-11-01,2895
24,2007-07-23,2007-11-28,2016-11-16,1,2016-11-16,3276
24,2007-07-23,2007-11-28,2017-05-07,1,2017-05-07,3448
24,2007-07-23,2007-11-28,2017-06-29,1,2017-06-29,3501
24,2007-07-23,2007-11-28,2017-09-14,1,2017-09-14,3578
24,2007-07-23,2007-11-28,2018-05-20,1,2018-05-20,3826
24,2007-07-23,2007-11-28,2018-08-10,1,2018-08-10,3908
24,2007-07-23,2007-11-28,2018-08-11,1,2018-08-11,3909
24,2007-07-23,2007-11-28,2018-08-31,1,2018-08-31,3929
24,2007-07-23,2007-11-28,2018-10-30,1,2018-10-30,3989
24,2007-07-23,2007-11-28,2019-01-27,1,2019-01-27,4078
24,2007-07-23,2007-11-28,2019-04-18,1,2019-04-18,4159
24,2007-07-23,2007-11-28,2020-02-07,1,2020-02-07,4454
24,2007-07-23,2007-11-28,2020-03-23,1,2020-03-23,4499
24,2007-07-23,2007-11-28,2020-06-26,1,2020-06-26,4594
25,2001-11-24,2002-04-17,2003-01-25,1,2003-01-25,283
25,2001-11-24,2002-04-17,2003-03-07,1,2003-03-07,324
25,2001-11-24,2002-04-17,2003-05-27,1,2003-05-27,405
25,2001-11-24,2002-04-17,2003-06-26,1,2003-06-26,435
25,2001-11-24,2002-04-17,2003-07-12,1,2003-07-12,451
25,2001-11-24,2002-04-17,2003-12-04,1,2003-12-04,596
25,2001-11-24,2002-04-17,2004-02-11,1,2004-02-11,665
25,2001-11-24,2002-04-17,2004-06-19,1,2004-06-19,794
25,2001-11-24,2002-04-17,2004-11-25,1,2004-11-25,953
25,2001-11-24,2002-04-17,2005-05-11,1,2005-05-11,1120
25,2001-11-24,2002-04-17,2006-10-01,1,2006-10-01,1628
25,2001-11-24,2002-04-17,2006-11-18,1,2006-11-18,1676
25,2001-11-24,2002-04-17,2008-01-03,1,2008-01-03,2087
25,2001-11-24,2002-04-17,2008-01-12,1,2008-01-12,2096
25,2001-11-24,2002-04-17,2008-01-17,1,2008-01-17,2101
25,2001-11-24,2002-04-17,2008-02-06,1,2008-02-06,2121
25,2001-11-24,2002-04-17,2008-08-09,1,2008-08-09,2306
25,2001-11-24,2002-04-17,2008-12-23,1,2008-12-23,2442
25,2001-11-24,2002-04-17,2009-01-23,1,2009-01-23,2473
25,2001-11-24,2002-04-17,2009-02-20,1,2009-02-20,2501
25,2001-11-24,2002-04-17,2009-07-05,1,2009-07-05,2636
25,2001-11-24,2002-04-17,2011-01-30,1,2011-01-30,3210
25,2001-11-24,2002-04-17,2011-03-07,1,2011-03-07,3246
25,2001-11-24,2002-04-17,2011-04-29,1,2011-04-29,3299
25,2001-11-24,2002-04-17,2011-05-22,1,2011-05-22,3322
25,2001-11-24,2002-04-17,2011-10-31,1,2011-10-31,3484
25,2001-11-24,2002-04-17,2013-02-12,1,2013-02-12,3954
25,2001-11-24,2002-04-17,2013-04-01,1,2013-04-01,4002
25,2001-11-24,2002-04-17,2013-07-25,1,2013-07-25,4117
25,2001-11-24,2002-04-17,2014-09-26,1,2014-09-26,4545
25,2001-11-24,2002-04-17,2015-05-05,1,2015-05-05,4766
25,2001-11-24,2002-04-17,2015-09-17,1,2015-09-17,4901
25,2001-11-24,2002-04-17,2016-03-18,1,2016-03-18,5084
25,2001-11-24,2002-04-17,2016-11-09,1,2016-11-09,5320
25,2001-11-24,2002-04-17,2017-07-01,1,2017-07-01,5554
25,2001-11-24,2002-04-17,2017-10-28,1,2017-10-28,5673
25,2001-11-24,2002-04-17,2017-12-26,1,2017-12-26,5732
25,2001-11-24,2002-04-17,2018-02-05,1,2018-02-05,5773
25,2001-11-24,2002-04-17,2019-05-02,1,2019-05-02,6224
25,2001-11-24,2002-04-17,2019-05-12,1,2019-05-12,6234
25,2001-11-24,2002-04-17,2019-07-24,1,2019-07-24,6307
25,2001-11-24,2002-04-17,2020-02-19,1,2020-02-19,6517
25,2001-11-24,2002-04-17,2020-08-01,1,2020-08-01,6681
25,2001-11-24,2002-04-17,2020-11-11,1,2020-11-11,6783
25,2001-11-24,2002-04-17,2020-11-30,1,2020-11-30,6802
25,2001-11-24,2002-04-17,2020-12-27,1,2020-12-27,6829
26,2009-11-03,2010-04-13,2010-08-09,1,2010-08-09,118
26,2009-11-03,2010-04-13,2010-10-22,1,2010-10-22,192
26,2009-11-03,2010-04-13,2011-01-14,1,2011-01-14,276
26,2009-11-03,2010-04-13,2011-04-24,1,2011-04-24,376
26,2009-11-03,2010-04-13,2011-11-16,1,2011-11-16,582
26,2009-11-03,2010-04-13,2012-04-29,1,2012-04-29,747
26,2009-11-03,2010-04-13,2012-05-12,1,2012-05-12,760
26,2009-11-03,2010-04-13,2012-06-11,1,2012-06-11,790
26,2009-11-03,2010-04-13,2012-06-24,1,2012-06-24,803
26,2009-11-03,2010-04-13,2012-06-30,1,2012-06-30,809
26,2009-11-03,2010-04-13,2013-03-26,1,2013-03-26,1078
26,2009-11-03,2010-04-13,2014-03-03,1,2014-03-03,1420
26,2009-11-03,2010-04-13,2014-06-07,1,2014-06-07,1516
26,2009-11-03,2010-04-13,2016-02-21,1,2016-02-21,2140
26,2009-11-03,2010-04-13,2017-02-13,1,2017-02-13,2498
26,2009-11-03,2010-04-13,2018-02-02,1,2018-02-02,2852
26,2009-11-03,2010-04-13,2018-04-25,1,2018-04-25,2934
26,2009-11-03,2010-04-13,2019-11-01,1,2019-11-01,3489
26,2009-11-03,2010-04-13,2020-07-06,1,2020-07-06,3737
26,2009-11-03,2010-04-13,2020-09-22,1,2020-09-22,3815
27,2016-01-18,2016-07-09,2016-07-09,1,2016-07-09,0
27,2016-01-18,2016-07-09,2016-12-08,1,2016-12-08,152
27,2016-01-18,2016-07-09,2017-04-19,1,2017-04-19,284
27,2016-01-18,2016-07-09,2017-05-04,1,2017-05-04,299
27,2016-01-18,2016-07-09,2018-04-25,1,2018-04-25,655
27,2016-01-18,2016-07-09,2018-06-23,1,2018-06-23,714
27,2016-01-18,2016-07-09,2018-09-15,1,2018-09-15,798
27,2016-01-18,2016-07-09,2019-01-09,1,2019-01-09,914
27,2016-01-18,2016-07-09,2019-11-10,1,2019-11-10,1219
27,2016-01-18,2016-07-09,2020-04-20,1,2020-04-20,1381
27,2016-01-18,2016-07-09,2020-09-16,1,2020-09-16,1530
27,2016-01-18,2016-07-09,2020-12-06,1,2020-12-06,1611
28,2003-08-25,2003-10-07,2004-02-01,1,2004-02-01,117
28,2003-08-25,2003-10-07,2004-03-25,1,2004-03-25,170
28,2003-08-25,2003-10-07,2004-06-07,1,2004-06-07,244
28,2003-08-25,2003-10-07,2004-09-19,1,2004-09-19,348
28,2003-08-25,2003-10-07,2005-08-18,1,2005-08-18,681
28,2003-08-25,2003-10-07,2006-12-10,1,2006-12-10,1160
28,2003-08-25,2003-10-07,2007-10-24,1,2007-10-24,1478
28,2003-08-25,2003-10-07,2008-03-06,1,2008-03-06,1612
28,2003-08-25,2003-10-07,2008-10-15,1,2008-10-15,1835
28,2003-08-25,2003-10-07,2008-12-27,1,2008-12-27,1908
28,2003-08-25,2003-10-07,2009-04-16,1,2009-04-16,2018
28,2003-08-25,2003-10-07,2010-09-05,1,2010-09-05,2525
28,2003-08-25,2003-10-07,2010-11-22,1,2010-11-22,2603
28,2003-08-25,2003-10-07,2010-12-26,1,2010-12-26,2637
28,2003-08-25,2003-10-07,2011-04-19,1,2011-04-19,2751
28,2003-08-25,2003-10-07,2011-10-26,1,2011-10-26,2941
28,2003-08-25,2003-10-07,2011-11-19,1,2011-11-19,2965
28,2003-08-25,2003-10-07,2011-12-12,1,2011-12-12,2988
28,2003-08-25,2003-10-07,2012-02-15,1,2012-02-15,3053
28,2003-08-25,2003-10-07,2013-04-18,1,2013-04-18,3481
28,2003-08-25,2003-10-07,2013-11-06,1,2013-11-06,3683
28,2003-08-25,2003-10-07,2013-12-21,1,2013-12-21,3728
28,2003-08-25,2003-10-07,2014-06-05,1,2014-06-05,3894
28,2003-08-25,2003-10-07,2014-12-16,1,2014-12-16,4088
28,2003-08-25,2003-10-07,2015-04-28,1,2015-04-28,4221
28,2003-08-25,2003-10-07,2016-01-09,1,2016-01-09,4477
28,2003-08-25,2003-10-07,2016-01-13,1,2016-01-13,4481
28,2003-08-25,2003-10-07,2016-02-20,1,2016-02-20,4519
28,2003-08-25,2003-10-07,2017-10-22,1,2017-10-22,5129
28,2003-08-25,2003-10-07,2018-02-22,1,2018-02-22,5252
28,2003-08-25,2003-10-07,2018-03-08,1,2018-03-08,5266
28,2003-08-25,2003-10-07,2018-05-13,1,2018-05-13,5332
28,2003-08-25,2003-10-07,2018-05-13,1,2018-05-13,5332
28,2003-08-25,2003-10-07,2018-10-15,1,2018-10-15,5487
29,2002-07-27,2002-10-06,2003-03-15,1,2003-03-15,160
29,2002-07-27,2002-10-06,2003-08-31,1,2003-08-31,329
29,2002-07-27,2002-10-06,2003-11-10,1,2003-11-10,400
29,2002-07-27,2002-10-06,2003-12-28,1,2003-12-28,448
29,2002-07-27,2002-10-06,2004-05-03,1,2004-05-03,575
29,2002-07-27,2002-10-06,2005-06-21,1,2005-06-21,989
29,2002-07-27,2002-10-06,2005-06-22,1,2005-06-22,990
29,2002-07-27,2002-10-06,2005-11-20,1,2005-11-20,1141
29,2002-07-27,2002-10-06,2006-02-28,1,2006-02-28,1241
29,2002-07-27,2002-10-06,2006-08-21,1,2006-08-21,1415
29,2002-07-27,2002-10-06,2007-07-16,1,2007-07-16,1744
29,2002-07-27,2002-10-06,2007-10-31,1,2007-10-31,1851
29,2002-07-27,2002-10-06,2007-12-14,1,2007-12-14,1895
29,2002-07-27,2002-10-06,2008-03-08,1,2008-03-08,1980
29,2002-07-27,2002-10-06,2008-04-06,1,2008-04-06,2009
29,2002-07-27,2002-10-06,2008-04-21,1,2008-04-21,2024
29,2002-07-27,2002-10-06,2008-07-14,1,2008-07-14,2108
29,2002-07-27,2002-10-06,2009-01-06,1,2009-01-06,2284
29,2002-07-27,2002-10-06,2009-03-01,1,2009-03-01,2338
29,2002-07-27,2002-10-06,2010-05-20,1,2010-05-20,2783
29,2002-07-27,2002-10-06,2010-12-16,1,2010-12-16,2993
29,2002-07-27,2002-10-06,2011-07-12,1,2011-07-12,3201
29,2002-07-27,2002-10-06,2012-02-08,1,2012-02-08,3412
29,2002-07-27,2002-10-06,2012-02-08,1,2012-02-08,3412
29,2002-07-27,2002-10-06,2012-12-05,1,2012-12-05,3713
29,2002-07-27,2002-10-06,2014-02-27,1,2014-02-27,4162
29,2002-07-27,2002-10-06,2014-03-02,1,2014-03-02,4165
29,2002-07-27,2002-10-06,2014-08-13,1,2014-08-13,4329
29,2002-07-27,2002-10-06,2015-03-04,1,2015-03-04,4532
29,2002-07-27,2002-10-06,2015-04-12,1,2015-04-12,4571
29,2002-07-27,2002-10-06,2016-03-04,1,2016-03-04,4898
29,2002-07-27,2002-10-06,2016-08-27,1,2016-08-27,5074
29,2002-07-27,2002-10-06,2016-10-11,1,2016-10-11,5119
29,2002-07-27,2002-10-06,2018-06-18,1,2018-06-18,5734
29,2002-07-27,2002-10-06,2018-07-31,1,2018-07-31,5777
29,2002-07-27,2002-10-06,2019-02-20,1,2019-02-20,5981
29,2002-07-27,2002-10-06,2019-06-15,1,2019-06-15,6096
29,2002-07-27,2002-10-06,2020-02-01,1,2020-02-01,6327
29,2002-07-27,2002-10-06,2020-02-19,1,2020-02-19,6345
30,2017-12-18,2018-03-09,2018-04-19,1,2018-04-19,41
30,2017-12-18,2018-03-09,2018-06-02,1,2018-06-02,85
30,2017-12-18,2018-03-09,2018-10-25,1,2018-10-25,230
30,2017-12-18,2018-03-09,2019-01-10,1,2019-01-10,307
30,2017-12-18,2018-03-09,2019-04-25,1,2019-04-25,412
30,2017-12-18,2018-03-09,2019-05-01,1,2019-05-01,418
30,2017-12-18,2018-03-09,2019-06-18,1,2019-06-18,466
30,2017-12-18,2018-03-09,2020-03-11,1,2020-03-11,733
31,2007-06-01,2007-11-13,2007-12-30,1,2007-12-30,47
31,2007-06-01,2007-11-13,2008-09-22,1,2008-09-22,314
31,2007-06-01,2007-11-13,2008-09-27,1,2008-09-27,319
31,2007-06-01,2007-11-13,2008-10-05,1,2008-10-05,327
31,2007-06-01,2007-11-13,2009-01-02,1,2009-01-02,416
31,2007-06-01,2007-11-13,2009-01-30,1,2009-01-30,444
31,2007-06-01,2007-11-13,2009-03-03,1,2009-03-03,476
31,2007-06-01,2007-11-13,2009-08-27,1,2009-08-27,653
31,2007-06-01,2007-11-13,2010-08-13,1,2010-08-13,1004
31,2007-06-01,2007-11-13,2011-05-11,1,2011-05-11,1275
31,2007-06-01,2007-11-13,2011-07-23,1,2011-07-23,1348
31,2007-06-01,2007-11-13,2012-07-31,1,2012-07-31,1722
31,2007-06-01,2007-11-13,2013-06-27,1,2013-06-27,2053
31,2007-06-01,2007-11-13,2013-11-07,1,2013-11-07,2186
31,2007-06-01,2007-11-13,2014-03-03,1,2014-03-03,2302
31,2007-06-01,2007-11-13,2014-03-13,1,2014-03-13,2312
31,2007-06-01,2007-11-13,2014-04-11,1,2014-04-11,2341
31,2007-06-01,2007-11-13,2014-04-27,1,2014-04-27,2357
31,2007-06-01,2007-11-13,2014-09-08,1,2014-09-08,2491
31,2007-06-01,2007-11-13,2015-03-30,1,2015-03-30,2694
31,2007-06-01,2007-11-13,2015-09-19,1,2015-09-19,2867
31,2007-06-01,2007-11-13,2016-09-24,1,2016-09-24,3238
31,2007-06-01,2007-11-13,2017-04-05,1,2017-04-05,3431
31,2007-06-01,2007-11-13,2018-02-17,1,2018-02-17,3749
31,2007-06-01,2007-11-13,2018-03-16,1,2018-03-16,3776
31,2007-06-01,2007-11-13,2018-04-18,1,2018-04-18,3809
31,2007-06-01,2007-11-13,2019-07-13,1,2019-07-13,4260
31,2007-06-01,2007-11-13,2019-09-29,1,2019-09-29,4338
31,2007-06-01,2007-11-13,2019-11-12,1,2019-11-12,4382
32,2014-04-01,2014-09-17,2016-06-09,1,2016-06-09,631
32,2014-04-01,2014-09-17,2016-12-08,1,2016-12-08,813
32,2014-04-01,2014-09-17,2017-03-06,1,2017-03-06,901
32,2014-04-01,2014-09-17,2017-10-01,1,2017-10-01,1110
32,2014-04-01,2014-09-17,2017-10-03,1,2017-10-03,1112
32,2014-04-01,2014-09-17,2017-10-31,1,2017-10-31,1140
32,2014-04-01,2014-09-17,2018-01-21,1,2018-01-21,1222
32,2014-04-01,2014-09-17,2018-12-08,1,2018-12-08,1543
32,2014-04-01,2014-09-17,2019-02-11,1,2019-02-11,1608
32,2014-04-01,2014-09-17,2019-02-21,1,2019-02-21,1618
32,2014-04-01,2014-09-17,2019-05-17,1,2019-05-17,1703
32,2014-04-01,2014-09-17,2019-07-05,1,2019-07-05,1752
32,2014-04-01,2014-09-17,2019-07-15,1,2019-07-15,1762
32,2014-04-01,2014-09-17,2019-10-14,1,2019-10-14,1853
32,2014-04-01,2014-09-17,2019-12-30,1,2019-12-30,1930
32,2014-04-01,2014-09-17,2020-08-24,1,2020-08-24,2168
32,2014-04-01,2014-09-17,2020-09-04,1,2020-09-04,2179
32,2014-04-01,2014-09-17,2020-11-28,1,2020-11-28,2264
33,2002-08-16,2002-09-23,2003-03-29,1,2003-03-29,187
33,2002-08-16,2002-09-23,2004-04-25,1,2004-04-25,580
33,2002-08-16,2002-09-23,2004-05-22,1,2004-05-22,607
33,2002-08-16,2002-09-23,2005-03-22,1,2005-03-22,911
33,2002-08-16,2002-09-23,2005-09-07,1,2005-09-07,1080
33,2002-08-16,2002-09-23,2005-09-12,1,2005-09-12,1085
33,2002-08-16,2002-09-23,2006-06-01,1,2006-06-01,1347
33,2002-08-16,2002-09-23,2006-10-17,1,2006-10-17,1485
33,2002-08-16,2002-09-23,2007-08-02,1,2007-08-02,1774
33,2002-08-16,2002-09-23,2007-11-04,1,2007-11-04,1868
33,2002-08-16,2002-09-23,2008-05-19,1,2008-05-19,2065
33,2002-08-16,2002-09-23,2008-06-27,1,2008-06-27,2104
33,2002-08-16,2002-09-23,2008-08-04,1,2008-08-04,2142
33,2002-08-16,2002-09-23,2008-10-17,1,2008-10-17,2216
33,2002-08-16,2002-09-23,2009-02-25,1,2009-02-25,2347
33,2002-08-16,2002-09-23,2009-10-09,1,2009-10-09,2573
33,2002-08-16,2002-09-23,2010-04-24,1,2010-04-24,2770
33,2002-08-16,2002-09-23,2011-02-28,1,2011-02-28,3080
33,2002-08-16,2002-09-23,2011-06-08,1,2011-06-08,3180
33,2002-08-16,2002-09-23,2012-08-19,1,2012-08-19,3618
33,2002-08-16,2002-09-23,2012-09-08,1,2012-09-08,3638
33,2002-08-16,2002-09-23,2012-10-15,1,2012-10-15,3675
33,2002-08-16,2002-09-23,2013-05-10,1,2013-05-10,3882
33,2002-08-16,2002-09-23,2013-07-01,1,2013-07-01,3934
33,2002-08-16,2002-09-23,2013-08-02,1,2013-08-02,3966
33,2002-08-16,2002-09-23,2014-08-28,1,2014-08-28,4357
33,2002-08-16,2002-09-23,2014-09-09,1,2014-09-09,4369
33,2002-08-16,2002-09-23,2017-01-13,1,2017-01-13,5226
33,2002-08-16,2002-09-23,2018-01-05,1,2018-01-05,5583
33,2002-08-16,2002-09-23,2019-01-04,1,2019-01-04,5947
33,2002-08-16,2002-09-23,2019-07-01,1,2019-07-01,6125
33,2002-08-16,2002-09-23,2019-08-15,1,2019-08-15,6170
33,2002-08-16,2002-09-23,2020-05-28,1,2020-05-28,6457
33,2002-08-16,2002-09-23,2020-06-06,1,2020-06-06,6466
33,2002-08-16,2002-09-23,2020-11-10,1,2020-11-10,6623
34,2012-04-25,2012-05-30,2013-02-03,1,2013-02-03,249
34,2012-04-25,2012-05-30,2013-02-07,1,2013-02-07,253
34,2012-04-25,2012-05-30,2013-05-06,1,2013-05-06,341
34,2012-04-25,2012-05-30,2013-08-30,1,2013-08-30,457
34,2012-04-25,2012-05-30,2013-09-28,1,2013-09-28,486
34,2012-04-25,2012-05-30,2014-01-02,1,2014-01-02,582
34,2012-04-25,2012-05-30,2015-03-12,1,2015-03-12,1016
34,2012-04-25,2012-05-30,2015-07-03,1,2015-07-03,1129
34,2012-04-25,2012-05-30,2015-08-24,1,2015-08-24,1181
34,2012-04-25,2012-05-30,2016-01-07,1,2016-01-07,1317
34,2012-04-25,2012-05-30,2016-01-18,1,2016-01-18,1328
34,2012-04-25,2012-05-30,2016-03-20,1,2016-03-20,1390
34,2012-04-25,2012-05-30,2016-12-20,1,2016-12-20,1665
34,2012-04-25,2012-05-30,2017-06-22,1,2017-06-22,1849
34,2012-04-25,2012-05-30,2017-06-26,1,2017-06-26,1853
34,2012-04-25,2012-05-30,2017-11-24,1,2017-11-24,2004
34,2012-04-25,2012-05-30,2018-01-07,1,2018-01-07,2048
34,2012-04-25,2012-05-30,2019-11-07,1,2019-11-07,2717
34,2012-04-25,2012-05-30,2020-08-08,1,2020-08-08,2992
34,2012-04-25,2012-05-30,2020-09-01,1,2020-09-01,3016
34,2012-04-25,2012-05-30,2020-11-27,1,2020-11-27,3103
35,2015-03-11,2015-04-29,2015-06-04,1,2015-06-04,36
35,2015-03-11,2015-04-29,2016-01-09,1,2016-01-09,255
35,2015-03-11,2015-04-29,2016-12-05,1,2016-12-05,586
35,2015-03-11,2015-04-29,2016-12-05,1,2016-12-05,586
35,2015-03-11,2015-04-29,2016-12-30,1,2016-12-30,611
35,2015-03-11,2015-04-29,2017-02-27,1,2017-02-27,670
35,2015-03-11,2015-04-29,2019-03-14,1,2019-03-14,1415
35,2015-03-11,2015-04-29,2019-06-15,1,2019-06-15,1508
35,2015-03-11,2015-04-29,2019-07-18,1,2019-07-18,1541
35,2015-03-11,2015-04-29,2019-08-10,1,2019-08-10,1564
35,2015-03-11,2015-04-29,2020-09-29,1,2020-09-29,1980
36,2020-10-31,2020-11-15,,0,2020-12-31,46
37,2001-11-15,2002-01-08,2002-05-27,1,2002-05-27,139
37,2001-11-15,2002-01-08,2003-02-21,1,2003-02-21,409
37,2001-11-15,2002-01-08,2003-04-30,1,2003-04-30,477
37,2001-11-15,2002-01-08,2003-10-30,1,2003-10-30,660
37,2001-11-15,2002-01-08,2004-06-26,1,2004-06-26,900
37,2001-11-15,2002-01-08,2004-11-27,1,2004-11-27,1054
37,2001-11-15,2002-01-08,2004-12-30,1,2004-12-30,1087
37,2001-11-15,2002-01-08,2007-02-05,1,2007-02-05,1854
37,2001-11-15,2002-01-08,2007-12-02,1,2007-12-02,2154
37,2001-11-15,2002-01-08,2008-04-01,1,2008-04-01,2275
37,2001-11-15,2002-01-08,2008-09-22,1,2008-09-22,2449
37,2001-11-15,2002-01-08,2009-06-05,1,2009-06-05,2705
37,2001-11-15,2002-01-08,2009-09-23,1,2009-09-23,2815
37,2001-11-15,2002-01-08,2010-05-22,1,2010-05-22,3056
37,2001-11-15,2002-01-08,2011-02-12,1,2011-02-12,3322
37,2001-11-15,2002-01-08,2011-06-02,1,2011-06-02,3432
37,2001-11-15,2002-01-08,2011-07-09,1,2011-07-09,3469
37,2001-11-15,2002-01-08,2011-12-19,1,2011-12-19,3632
37,2001-11-15,2002-01-08,2012-05-12,1,2012-05-12,3777
37,2001-11-15,2002-01-08,2012-09-13,1,2012-09-13,3901
37,2001-11-15,2002-01-08,2012-09-23,1,2012-09-23,3911
37,2001-11-15,2002-01-08,2013-06-20,1,2013-06-20,4181
37,2001-11-15,2002-01-08,2013-11-06,1,2013-11-06,4320
37,2001-11-15,2002-01-08,2014-02-15,1,2014-02-15,4421
37,2001-11-15,2002-01-08,2014-12-15,1,2014-12-15,4724
37,2001-11-15,2002-01-08,2015-01-23,1,2015-01-23,4763
37,2001-11-15,2002-01-08,2015-03-21,1,2015-03-21,4820
37,2001-11-15,2002-01-08,2015-09-20,1,2015-09-20,5003
37,2001-11-15,2002-01-08,2015-12-17,1,2015-12-17,5091
37,2001-11-15,2002-01-08,2016-02-19,1,2016-02-19,5155
37,2001-11-15,2002-01-08,2016-04-11,1,2016-04-11,5207
37,2001-11-15,2002-01-08,2016-08-08,1,2016-08-08,5326
37,2001-11-15,2002-01-08,2017-05-03,1,2017-05-03,5594
37,2001-11-15,2002-01-08,2018-02-21,1,2018-02-21,5888
37,2001-11-15,2002-01-08,2018-11-29,1,2018-11-29,6169
37,2001-11-15,2002-01-08,2019-12-24,1,2019-12-24,6559
37,2001-11-15,2002-01-08,2020-01-02,1,2020-01-02,6568
38,2002-02-12,2002-03-26,2002-07-04,1,2002-07-04,100
38,2002-02-12,2002-03-26,2002-08-11,1,2002-08-11,138
38,2002-02-12,2002-03-26,2004-05-03,1,2004-05-03,769
